date,value
1569888000,20.0
1569888318,14.087284
1569888631,14.0779
1569888932,14.068857
1569889233,14.059796
1569889535,14.050732
1569889837,14.041667
1569890139,14.0326
1569890440,14.023532
1569890742,14.014461
1569891044,14.005389
1569891345,13.996315
1569891653,13.987802
1569892003,13.982364
1569892548,13.973912
1569893854,13.953618
1569895160,13.93332
1569896250,13.89497
1569898350,13.81933
1569898800,13.803127
1569902067,13.705915
1569902400,13.696029
1569906000,13.690689
1569906987,13.709453
1569907683,13.722699
1569909299,13.753439
1569909600,13.759163
1569910084,13.772378
1569911054,13.798834
1569913200,13.85736
1569916800,16.759468
1569920400,17.165062
1569920724,17.176904
1569921372,17.200265
1569923560,17.27906
1569924000,17.294876
1569926188,17.363837
1569927600,17.408287
1569928680,17.490376
1569930840,17.654343
1569931200,17.681629
1569931783,17.685461
1569932614,17.690736
1569933445,17.696015
1569934698,17.703969
1569935447,17.672457
1569936743,17.607845
1569938400,17.52506
1569940185,17.545069
1569942000,17.565458
1569944995,17.564068
1569945600,17.563786
1569945924,17.533637
1569946572,17.472933
1569947404,17.394839
1569948508,17.291076
1569949200,17.225921
1569949717,17.20867
1569950753,17.174399
1569952800,17.106646
1569954944,17.034451
1569956400,16.985402
1569960000,16.890657
1569963600,16.829778
1569967200,16.783179
1569967686,16.794721
1569968591,16.816348
1569969301,16.83332
1569970800,16.869082
1569971364,16.414415
1569972492,15.508401
1569973621,14.611167
1569974400,13.99717
1569974891,13.978009
1569975875,13.942651
1569978000,13.867105
1569981600,13.745222
1569982680,13.727273
1569984840,13.691423
1569985200,13.685453
1569986280,13.672775
1569988440,13.647443
1569988800,13.643223
1569989880,13.622113
1569992040,13.57984
1569992400,13.572788
1569993480,13.546886
1569995640,13.495015
1569996000,13.486361
1569997080,13.470982
1569999240,13.440241
1569999600,13.435119
1570003200,16.319864
1570006800,16.615962
1570007880,16.660821
1570010040,16.750248
1570010400,16.765116
1570013884,16.981589
1570015080,17.025758
1570017240,17.099551
1570017600,17.111827
1570021200,17.022846
1570022280,16.995011
1570024440,16.939288
1570024800,16.929993
1570025880,16.89889
1570028040,16.836608
1570028400,16.826217
1570028724,16.808055
1570029372,16.771595
1570030831,16.689346
1570032000,16.623441
1570034350,16.640921
1570035600,16.650238
1570039200,16.675448
1570040280,16.696978
1570042440,16.740064
1570042800,16.747246
1570044960,16.761261
1570046400,16.770598
1570047480,16.794758
1570049640,16.843129
1570050000,16.851195
1570051080,16.871599
1570053240,16.912383
1570053600,16.919177
1570054863,16.956792
1570056352,17.001111
1570057200,17.026302
1570057927,16.492234
1570058689,15.93443
1570060320,14.751865
1570060800,14.407341
1570062885,14.444017
1570064400,14.471061
1570065480,14.487221
1570067640,14.518315
1570068000,14.523383
1570070160,14.480034
1570071600,14.451072
1570075200,14.380031
1570078800,14.40768
1570082400,14.400775
1570086000,14.412881
1570089600,17.086746
1570093200,17.101215
1570096800,17.278885
1570097124,17.284856
1570097772,17.296671
1570099974,17.3368
1570100400,17.34455
1570104000,17.475441
1570107600,17.330493
1570111200,17.655193
1570111524,17.661987
1570112172,17.67529
1570114495,17.722957
1570114800,17.729191
1570115497,17.737036
1570116891,17.752683
1570118400,17.769598
1570121263,17.733334
1570122000,17.724003
1570125600,17.544471
1570129200,17.27559
1570132800,17.227531
