date,value
1569888000,1.01325
1569888318,9.3891981
1569888631,10.958387
1569888932,10.942166
1569889233,10.949138
1569889535,10.973421
1569889837,10.998511
1569890139,11.023552
1569890440,11.048654
1569890742,11.073837
1569891044,11.099096
1569891345,11.124435
1569891653,11.150247
1569892003,11.172779
1569892548,11.197048
1569893854,11.253971
1569895160,11.312037
1569896250,11.410385
1569898350,11.627691
1569898800,11.677699
1569902067,11.97849
1569902400,12.009112
1569906000,12.045353
1569906987,12.00501
1569907683,11.962163
1569909299,11.870876
1569909600,11.85448
1569910084,11.817993
1569911054,11.740819
1569913200,11.567866
1569916800,10.914176
1569920400,10.013091
1569920724,9.9588749
1569921372,9.8849554
1569923560,9.7154439
1569924000,9.6885899
1569926188,9.5239698
1569927600,9.4214913
1569928680,9.2712891
1569930840,8.9399533
1569931200,8.8820989
1569931783,8.8399844
1569932614,8.8327356
1569933445,8.8219566
1569934698,8.8057455
1569935447,8.8478261
1569936743,8.9687336
1569938400,9.1435859
1569940185,9.1282317
1569942000,9.0992173
1569944995,9.0869594
1569945600,9.0848413
1569945924,9.1186532
1569946572,9.2245856
1569947404,9.4001319
1569948508,9.6238816
1569949200,9.767942
1569949717,9.8359444
1569950753,9.9298584
1569952800,10.084556
1569954944,10.259586
1569956400,10.379687
1569960000,10.625836
1569963600,10.790097
1569967200,10.916026
1569967686,10.90887
1569968591,10.851622
1569969301,10.807685
1569970800,10.715328
1569971364,10.765687
1569972492,10.932397
1569973621,11.134094
1569974400,11.272018
1569974891,11.327803
1569975875,11.432354
1569978000,11.655081
1569981600,12.027361
1569982680,12.093702
1569984840,12.207978
1569985200,12.224965
1569986280,12.268383
1569988440,12.349637
1569988800,12.362515
1569989880,12.424989
1569992040,12.559504
1569992400,12.583083
1569993480,12.664603
1569995640,12.834399
1569996000,12.863571
1569997080,12.921662
1569999240,13.026996
1569999600,13.043307
1570003200,12.325614
1570006800,11.517579
1570007880,11.371082
1570010040,11.120357
1570010400,11.083539
1570013884,10.553844
1570015080,10.430622
1570017240,10.245872
1570017600,10.21823
1570021200,10.405629
1570022280,10.473417
1570024440,10.613435
1570024800,10.637363
1570025880,10.715802
1570028040,10.877203
1570028400,10.904727
1570028724,10.941565
1570029372,11.030271
1570030831,11.256887
1570032000,11.443136
1570034350,11.428519
1570035600,11.415602
1570039200,11.336023
1570040280,11.283851
1570042440,11.168369
1570042800,11.148023
1570044960,11.102763
1570046400,11.074513
1570047480,11.021321
1570049640,10.896562
1570050000,10.873724
1570051080,10.819182
1570053240,10.713653
1570053600,10.696524
1570054863,10.60782
1570056352,10.494853
1570057200,10.431148
1570057927,10.400793
1570058689,10.382244
1570060320,10.337646
1570060800,10.324132
1570062885,10.234731
1570064400,10.168712
1570065480,10.126941
1570067640,10.050109
1570068000,10.038026
1570070160,10.126444
1570071600,10.190267
1570075200,10.377745
1570078800,10.324209
1570082400,10.337192
1570086000,10.309848
1570089600,10.271842
1570093200,10.241446
1570096800,9.8587254
1570097124,9.8347721
1570097772,9.8002686
1570099974,9.7138481
1570100400,9.7007635
1570104000,9.4223986
1570107600,9.7105208
1570111200,9.1103454
1570111524,9.0761897
1570112172,9.0338223
1570114495,8.9451631
1570114800,8.9381535
1570115497,8.9119557
1570116891,8.8767028
1570118400,8.8457745
1570121263,8.9069816
1570122000,8.9231702
1570125600,9.287253
1570129200,9.8915908
1570132800,10.037298
1570133880,10.112932
1570136040,10.280545
1570136400,10.310491
1570140000,10.578049
1570141080,10.627671
1570143240,10.714575
1570143600,10.72764
1570147200,10.873418
1570148280,10.92539
1570150440,11.033242
1570150800,11.051727
1570154400,11.027587
1570158000,10.959571
1570161600,11.031612
1570162680,11.094461
1570164840,11.237503
1570165200,11.263401
1570166280,11.350904
1570168440,11.533604
1570168800,11.565082
1570169880,11.626545
1570172040,11.73695
1570172400,11.75392
1570173480,11.646105
1570175640,11.369069
1570176000,11.316506
1570176734,11.19055
1570177224,11.093389
1570179600,10.645042
1570180334,10.44421
1570181804,10.014519
1570183200,9.6122763
1570183939,9.5205028
1570184973,9.4818187
1570186007,9.430618
1570186800,9.394619
1570187834,9.3740175
1570189902,9.3423879
1570190400,9.336337
1570194000,9.2699429
1570197600,8.864463
1570201200,8.7587495
1570202280,8.7316679
1570204440,8.6788413
1570204800,8.6702121
1570205880,8.692987
1570208040,8.7594586
1570208400,8.7729645
1570209480,8.8272035
1570211640,8.945144
1570212000,8.9659968
1570215600,9.1996047
1570216680,9.238375
1570218840,9.3029799
1570219200,9.31224
1570222800,9.3299785
1570226400,9.359469
1570230000,9.3864164
1570233600,9.4348588
1570235760,9.5108997
1570237200,9.5630473
1570240800,9.8917977
1570241880,9.9502148
1570244040,10.050218
1570244400,10.064951
1570248000,10.103666
1570251600,10.094297
1570255200,10.054585
1570258800,10.028784
1570259880,9.9671447
1570262040,9.8225275
1570262400,9.7960773
1570262724,9.7435658
1570263372,9.6033032
1570264552,9.3079486
1570266000,8.9778512
1570266440,8.8850775
1570267907,8.6014583
