date,value
1569888000,50.002512
1569888318,57.999747
1569888631,58.441091
1569888932,58.422104
1569889233,58.429432
1569889535,58.442343
1569889837,58.455306
1569890139,58.468217
1569890440,58.481125
1569890742,58.494033
1569891044,58.506941
1569891345,58.51985
1569891653,58.532901
1569892003,58.543394
1569892548,58.555486
1569893854,58.584231
1569895160,58.613164
1569896250,58.662959
1569898350,58.7692
1569898800,58.793053
1569902067,58.931788
1569902400,58.945887
1569906000,58.960263
1569906987,58.939518
1569907683,58.920173
1569909299,58.877143
1569909600,58.86925
1569910084,58.851834
1569911054,58.815001
1569913200,58.731796
1569916800,58.382363
1569920400,57.831288
1569920724,57.801672
1569921372,57.760774
1569923560,57.655439
1569924000,57.637029
1569926188,57.533803
1569927600,57.468692
1569928680,57.365631
1569930840,57.137475
1569931200,57.097215
1569931783,57.072807
1569932614,57.067939
1569933445,57.059494
1569934698,57.048529
1569935447,57.081151
1569936743,57.167937
1569938400,57.287199
1569940185,57.27275
1569942000,57.25074
1569944995,57.244376
1569945600,57.243286
1569945924,57.269848
1569946572,57.345247
1569947404,57.459882
1569948508,57.602681
1569949200,57.692139
1569949717,57.730551
1569950753,57.784682
1569952800,57.876624
1569954944,57.977254
1569956400,58.045568
1569960000,58.179047
1569963600,58.265864
1569967200,58.331499
1569967686,58.324963
1569968591,58.294673
1569969301,58.271213
1569970800,58.221604
1569971364,58.252939
1569972492,58.344145
1569973621,58.446942
1569974400,58.516237
1569974891,58.543731
1569975875,58.595096
1569978000,58.703102
1569981600,58.875208
1569982680,58.904489
1569984840,58.956032
1569985200,58.963826
1569986280,58.983059
1569988440,59.019154
1569988800,59.024882
1569989880,59.052997
1569992040,59.112281
1569992400,59.122516
1569993480,59.157929
1569995640,59.230745
1569996000,59.243117
1569997080,59.266895
1569999240,59.310594
1569999600,59.317428
1570003200,58.987674
1570006800,58.586086
1570007880,58.515397
1570010040,58.389768
1570010400,58.370587
1570013884,58.07464
1570015080,58.007134
1570017240,57.902946
1570017600,57.886843
1570021200,57.996202
1570022280,58.034243
1570024440,58.111608
1570024800,58.124655
1570025880,58.167143
1570028040,58.253428
1570028400,58.267968
1570028724,58.288324
1570029372,58.335813
1570030831,58.451362
1570032000,58.54384
1570034350,58.532725
1570035600,58.524781
1570039200,58.485751
1570040280,58.458706
1570042440,58.399692
1570042800,58.389357
1570044960,58.366902
1570046400,58.352665
1570047480,58.323732
1570049640,58.257668
1570050000,58.245731
1570051080,58.216889
