date,value
1569888000,46.002512
1569888322,49.455656
1569888638,49.774886
1569888983,49.76821
1569889329,49.764253
1569889674,49.765666
1569890152,49.765279
1569890971,49.765524
1569893152,49.765293
1569895200,49.765174
1569898800,49.529488
1569902400,49.51782
1569906000,49.512338
1569906648,49.458836
1569907944,49.315193
1569909240,49.157832
1569909600,49.113552
1569911379,48.843213
1569913200,48.560522
1569913680,48.938822
1569914320,49.565871
1569914768,50.000576
1569915821,51.02608
1569916800,51.979564
1569917126,52.023045
1569917540,52.007665
1569918110,51.99187
1569918560,51.979534
1569919176,51.962498
1569919975,51.940515
1569920400,51.928824
1569921537,51.951004
1569923812,52.011791
1569926274,51.877933
1569927600,51.793364
1569928441,51.782054
1569930123,51.78883
1569931200,51.799902
1569933315,51.652484
1569934800,51.545688
1569937720,51.716585
1569938400,51.75727
1569939476,51.890914
1569941152,52.111657
1569942000,52.222922
1569942502,52.243758
1569943508,52.258412
1569945600,52.269253
1569946044,52.291526
1569946934,52.348863
1569948113,52.432688
1569949200,52.507589
1569950783,52.489156
1569952800,52.454189
1569953493,52.457497
1569954880,52.482489
1569956400,52.516035
1569956931,52.571616
1569957993,52.710753
1569959056,52.862087
1569960000,52.992411
1569960430,53.006153
1569961291,53.004112
1569963387,52.96868
1569965695,52.85987
1569967200,52.782228
1569970099,52.955951
1569970800,52.998772
1569971248,52.621072
1569971947,51.926391
1569972762,51.118373
1569973577,50.310193
1569974400,49.495154
1569974954,49.448606
1569975723,49.466397
1569976230,49.476865
1569977377,49.500673
1569978000,49.513606
1569980778,49.517205
1569986335,49.517555
1569992400,49.516217
1569993453,49.413432
1569995560,49.171548
1569996000,49.116571
1569998612,48.879102
1569999600,48.789609
1570000086,49.233395
1570000732,49.956427
1570001185,50.45801
1570002258,51.651656
1570003200,52.699683
1570003552,52.746363
1570003856,52.703026
1570004348,52.63434
1570004804,52.571666
1570005496,52.476144
1570006621,52.321057
1570007298,52.300834
1570008295,52.356303
1570009568,52.452772
1570010400,52.513947
1570012244,52.403624
1570014000,52.290742
1570014727,52.282065
1570016183,52.296086
1570017600,52.319005
1570019382,52.309526
1570022948,52.285293
1570024800,52.271644
1570026408,52.400013
1570028400,52.571008
1570029094,52.616123
1570030482,52.687009
1570032000,52.757371
1570034736,52.943633
1570035600,53.002532
1570039200,53.180534
1570042800,53.023981
1570046400,53.016026
1570050000,53.180992
1570053600,53.260058
1570057200,53.263879
1570057576,52.938448
1570058125,52.378192
1570058678,51.819559
1570060112,50.370342
1570060800,49.674785
1570061229,49.606246
1570061653,49.598391
1570062681,49.569862
1570063412,49.549829
1570064400,49.52277
1570067422,49.517601
1570068000,49.516721
1570071600,49.540906
1570075200,49.518589
1570078800,49.517426
1570082400,49.234867
1570086000,49.032058
1570086342,49.289722
1570086874,49.775735
1570087432,50.280416
1570088656,51.386532
1570089600,52.239755
1570089944,52.241198
1570090348,52.154464
1570091076,52.003968
1570091818,51.850457
1570092901,51.626708
1570093361,51.549133
1570093684,51.54408
1570094007,51.568628
1570094330,51.592466
1570094935,51.633236
1570095540,51.67537
1570096492,51.740823
1570096800,51.761785
1570097588,51.696752
1570098114,51.617759
1570098755,51.530961
1570099558,51.420238
1570100400,51.303819
1570100873,51.259818
1570101555,51.218729
1570102237,51.176243
1570103338,51.107816
1570104000,51.066839
1570105520,51.140049
1570107600,51.259402
1570109017,51.362958
1570111200,51.515801
1570112050,51.601359
1570113751,51.786619
1570114800,51.9042
1570115418,51.937222
1570116125,51.954558
1570116833,51.974784
1570117837,52.002342
1570118400,52.017668
1570118865,52.066119
1570119796,52.187274
1570120727,52.320069
1570121658,52.445962
1570122000,52.491539
1570122492,52.529293
1570122964,52.540861
1570123437,52.553524
1570124304,52.578037
1570125172,52.60148
1570125600,52.613114
1570126763,52.659321
1570129090,52.75517
1570130280,52.829835
1570132440,52.97781
1570132800,53.003325
1570133575,53.025231
1570135519,53.049722
1570136400,53.060917
1570137938,53.046155
1570140000,53.020681
1570142246,53.158988
1570143600,53.245554
1570144047,52.849418
1570144734,52.108282
1570145423,51.368961
1570146111,50.629509
1570147200,49.46111
1570147526,49.416036
1570147896,49.480387
1570148221,49.536908
1570148895,49.652864
1570150753,49.973132
1570151880,50.324668
1570154040,51.063324
1570154400,51.192235
1570154778,51.161861
1570155125,51.00612
1570155722,50.728755
1570156454,50.391593
1570158000,49.678659
1570158492,49.701249
1570158820,49.837375
1570159149,49.971311
1570159477,50.098053
1570160201,50.38304
1570161600,50.93286
1570162024,50.988377
1570162874,51.016597
1570163723,51.000675
1570164572,51.008904
1570165200,51.008206
1570165646,50.866523
1570165986,50.679814
1570166326,50.493552
1570167207,50.015071
1570168295,49.423244
1570168800,49.148598
1570169369,48.984569
1570170192,48.874791
1570171014,48.752978
1570172400,48.551798
1570172730,48.772334
1570173288,49.243442
1570173795,49.666331
1570174841,50.539646
1570176000,51.506151
1570176358,51.508076
1570176702,51.459087
1570177069,51.410824
1570177757,51.320943
1570179217,51.129688
1570179600,51.079573
1570182380,50.680015
1570183200,50.562136
1570183524,50.529599
1570184172,50.478494
1570186376,50.330452
1570186800,50.30414
1570187461,50.275756
1570188783,50.235798
1570190400,50.193174
1570192461,50.369741
1570194000,50.508057
1570196385,50.837524
1570197600,51.005204
1570197924,51.029732
1570198572,51.060407
1570200022,51.1058
1570201200,51.147734
1570202650,51.2864
1570204800,51.503806
1570205605,51.61256
1570207216,51.833991
1570208400,51.998075
1570208724,52.028959
1570209372,52.078948
1570211794,52.242802
1570212726,52.288373
1570214180,52.340939
1570216422,52.416308
1570219200,52.51262
1570222720,52.495995
1570226400,52.754076
1570226724,52.763494
1570227372,52.769412
1570228880,52.766145
1570230000,52.766569
1570230435,52.370093
1570231082,51.680648
1570231815,50.903547
1570232549,50.126501
1570233600,49.013322
1570233974,48.946944
1570234363,48.958915
1570234713,48.966328
1570235274,48.977701
1570235835,48.989405
1570237200,49.017629
1570237738,49.074089
1570238815,49.214938
1570240218,49.413391
1570240800,49.495733
1570241332,49.512884
1570242395,49.520295
1570244385,49.515122
1570244724,49.556492
1570245372,49.67418
1570246020,49.815388
1570246933,50.001318
1570248000,50.219346
1570248582,50.164468
1570249746,49.949798
1570250910,49.691889
1570251600,49.54907
1570252764,49.321937
1570255092,48.858119
1570258800,47.835756
1570259880,48.72585
1570262040,50.666018
1570262400,51.005041
1570262733,50.99755
1570263162,50.891629
1570263938,50.704669
1570264699,50.521087
1570265898,50.232352
1570266519,50.126555
1570266865,50.092399
1570268032,49.972679
1570269600,49.810261
1570270225,49.859298
1570271476,50.017984
1570272726,50.199629
1570273200,50.26707
1570274450,50.165663
1570276800,49.916777
1570278208,50.028767
1570280400,50.252835
1570282013,50.184997
1570284000,50.068919
1570284594,50.193826
1570285784,50.566121
1570286735,50.906213
1570287600,51.189774
1570288455,51.31155
1570289026,51.345709
1570289597,51.391522
1570290730,51.47712
1570291200,51.511728
1570291789,51.614326
1570292967,51.85107
1570294146,52.099631
1570294800,52.236749
1570295291,52.266017
1570296273,52.284505
1570297990,52.288412
1570298400,52.287928
1570300117,52.391321
1570302000,52.506555
1570303030,52.517826
1570305091,52.520461
1570305600,52.518284
1570308199,52.502499
1570309200,52.496251
1570312800,52.51812
1570316400,52.519238
1570316777,52.192537
1570317330,51.624552
1570317886,51.058645
1570319306,49.614525
1570320000,48.908592
1570320304,48.851289
1570320642,48.869011
1570320953,48.884979
1570321264,48.89969
1570322051,48.937671
