delta time[s],outdoor temperature[°C],flow temperature boiler[°C],return flow temperature boiler[°C],return flow temperature[°C],room temperature[°C],pump I/O,boiler heating temperature[°C],flow temperature[°C],boiler I/O
5670123.7,23.158765,50.733502,42.720534,41.72288,24.106937,1,50.743063,48.729894,1
5670172.7,23.142435,50.735686,42.721453,41.724105,24.102728,1,50.747272,48.731656,1
5670242.7,23.119114,50.739704,42.723612,41.726792,24.096073,1,50.753927,48.735153,1
5670339,23.087014,50.74627,42.728257,41.732056,24.086677,1,50.763323,48.741301,1
5670481.3,23.039577,50.757371,42.737583,41.741925,24.073293,1,50.776707,48.751986,1
5670692.2,22.969254,50.774719,42.753808,41.758487,24.054599,1,50.795401,48.769157,1
5670981.3,22.872905,50.798755,42.777008,41.781854,24.029815,1,50.820185,48.792993,1
5671504.2,22.698609,50.841944,42.818701,41.823861,23.985035,1,50.864965,48.835896,1
5672175.2,22.47493,50.897463,42.872118,41.877718,23.927474,1,50.922526,48.890936,1
5673256.2,22.114594,50.986821,42.958277,41.964536,23.834806,1,51.015194,48.979634,1
5673600,22,51.015232,42.985687,41.992151,23.80534,1,51.04466,49.007842,1
5673600,22,51.015233,42.985687,41.992151,23.80534,1,51.04466,49.007842,1
5673600,21.999999,51.015233,42.985687,41.992151,23.80534,1,51.04466,49.007843,1
5673600,21.999998,51.015233,42.985688,41.992152,23.805339,1,51.044661,49.007843,1
5673600,21.999996,51.015234,42.985688,41.992152,23.805339,1,51.044661,49.007844,1
5673600,21.999994,51.015234,42.985689,41.992153,23.805338,1,51.044662,49.007844,1
5673600,21.999993,51.015235,42.985689,41.992153,23.805338,1,51.044662,49.007845,1
5673600,21.999991,51.015235,42.98569,41.992154,23.805337,1,51.044663,49.007845,1
5673600,21.999989,51.015236,42.98569,41.992154,23.805337,1,51.044663,49.007846,1
5673600,21.999988,51.015236,42.985691,41.992155,23.805336,1,51.044664,49.007846,1
5673600,21.999986,51.015237,42.985691,41.992155,23.805336,1,51.044664,49.007846,1
5673600.1,21.999984,51.015237,42.985692,41.992156,23.805335,1,51.044665,49.007847,1
5673600.1,21.999982,51.015238,42.985692,41.992156,23.805335,1,51.044665,49.007848,1
5673600.1,21.99998,51.015239,42.985693,41.992157,23.805334,1,51.044666,49.007848,1
5673600.1,21.999978,51.015239,42.985694,41.992158,23.805333,1,51.044667,49.007849,1
5673600.1,21.999975,51.01524,42.985694,41.992159,23.805332,1,51.044668,49.00785,1
5673600.1,21.999972,51.015241,42.985695,41.992159,23.805331,1,51.044669,49.007851,1
5673600.1,21.999968,51.015242,42.985696,41.992161,23.80533,1,51.04467,49.007852,1
5673600.1,21.999964,51.015243,42.985698,41.992162,23.805329,1,51.044671,49.007853,1
5673600.1,21.99996,51.015245,42.985699,41.992163,23.805328,1,51.044672,49.007854,1
5673600.2,21.999955,51.015246,42.9857,41.992164,23.805326,1,51.044674,49.007856,1
5673600.2,21.99995,51.015248,42.985702,41.992166,23.805325,1,51.044675,49.007857,1
5673600.2,21.999942,51.01525,42.985704,41.992168,23.805322,1,51.044678,49.007859,1
5673600.2,21.999935,51.015252,42.985706,41.99217,23.80532,1,51.04468,49.007861,1
5673600.3,21.999926,51.015255,42.985708,41.992173,23.805317,1,51.044683,49.007864,1
5673600.3,21.999916,51.015258,42.985711,41.992175,23.805314,1,51.044686,49.007867,1
5673600.3,21.999903,51.015262,42.985715,41.992179,23.80531,1,51.04469,49.007871,1
5673600.4,21.99989,51.015266,42.985719,41.992183,23.805306,1,51.044694,49.007875,1
5673600.5,21.999872,51.015271,42.985724,41.992188,23.805301,1,51.044699,49.00788,1
5673600.5,21.999854,51.015276,42.985729,41.992193,23.805295,1,51.044705,49.007885,1
5673600.6,21.99983,51.015284,42.985736,41.9922,23.805287,1,51.044713,49.007893,1
5673600.7,21.999805,51.015291,42.985743,41.992208,23.80528,1,51.04472,49.0079,1
5673600.8,21.999771,51.015301,42.985753,41.992217,23.805269,1,51.044731,49.00791,1
5673600.9,21.999737,51.015312,42.985763,41.992227,23.805259,1,51.044741,49.00792,1
5673601.1,21.99969,51.015326,42.985776,41.992241,23.805244,1,51.044756,49.007934,1
5673601.3,21.999643,51.01534,42.985789,41.992255,23.80523,1,51.04477,49.007948,1
5673601.5,21.999577,51.01536,42.985808,41.992273,23.80521,1,51.04479,49.007967,1
5673601.8,21.999512,51.015379,42.985827,41.992292,23.805189,1,51.044811,49.007986,1
5673602.1,21.999422,51.015406,42.985853,41.992318,23.805161,1,51.044839,49.008013,1
5673602.5,21.999313,51.015439,42.985884,41.99235,23.805128,1,51.044872,49.008045,1
5673602.9,21.999181,51.015479,42.985921,41.992388,23.805087,1,51.044913,49.008084,1
5673603.5,21.999015,51.015528,42.985969,41.992436,23.805036,1,51.044964,49.008132,1
5673604.3,21.998813,51.015589,42.986027,41.992494,23.804974,1,51.045026,49.008192,1
5673605.2,21.998564,51.015664,42.986098,41.992566,23.804896,1,51.045104,49.008265,1
5673606.3,21.998255,51.015757,42.986186,41.992655,23.804801,1,51.045199,49.008356,1
5673607.6,21.997876,51.01587,42.986295,41.992765,23.804684,1,51.045316,49.008467,1
5673609.3,21.997408,51.016011,42.986429,41.9929,23.80454,1,51.04546,49.008604,1
5673611.4,21.99683,51.016184,42.986594,41.993067,23.804363,1,51.045637,49.008773,1
5673614,21.996118,51.016397,42.986797,41.993272,23.804144,1,51.045856,49.008981,1
5673617.1,21.99524,51.016659,42.987049,41.993525,23.803875,1,51.046125,49.009238,1
5673621,21.994157,51.016983,42.987358,41.993837,23.803545,1,51.046455,49.009555,1
5673625.8,21.992822,51.017381,42.987741,41.994222,23.80314,1,51.04686,49.009946,1
5673631.8,21.991175,51.017871,42.988212,41.994696,23.802645,1,51.047355,49.010429,1
5673639.1,21.989144,51.018473,42.988793,41.99528,23.80204,1,51.04796,49.011026,1
5673648.1,21.986639,51.019212,42.98951,41.996001,23.801304,1,51.048696,49.011763,1
5673659.2,21.983551,51.020118,42.990393,41.99689,23.800412,1,51.049588,49.012671,1
5673672.9,21.979745,51.021224,42.991481,41.997986,23.799335,1,51.050665,49.013787,1
5673689.8,21.975056,51.022572,42.992822,41.999334,23.798039,1,51.051961,49.015153,1
5673710.6,21.969282,51.024209,42.99447,42.000985,23.796483,1,51.053517,49.016815,1
5673736.1,21.962182,51.026191,42.996488,42.002998,23.794618,1,51.055382,49.018827,1
5673767.5,21.953464,51.028582,42.998942,42.005433,23.79238,1,51.05762,49.02125,1
5673806,21.942788,51.031453,43.001896,42.008356,23.789687,1,51.060313,49.024154,1
5673852.9,21.929745,51.03489,43.005417,42.011838,23.786431,1,51.063569,49.027619,1
5673910,21.913884,51.038987,43.009576,42.01596,23.782483,1,51.067517,49.031736,1
5673979.3,21.89465,51.043872,43.014469,42.020826,23.777676,1,51.072324,49.036624,1
5674062.8,21.871438,51.049692,43.020216,42.026568,23.771826,1,51.078174,49.042427,1
5674163.4,21.84351,51.056642,43.026995,42.033368,23.764725,1,51.085275,49.049337,1
5674284.1,21.809964,51.064963,43.035046,42.041468,23.756138,1,51.093862,49.057597,1
5674404.9,21.776417,51.073278,43.043064,42.049545,23.747519,1,51.102481,49.065847,1
5674570.1,21.730517,51.084658,43.054028,42.060595,23.735713,1,51.114287,49.077136,1
5674735.4,21.684618,51.096042,43.064996,42.071648,23.723905,1,51.126095,49.08843,1
5674953,21.624177,51.111034,43.079444,42.086207,23.708358,1,51.141642,49.103305,1
5675170.5,21.563737,51.126026,43.093893,42.100767,23.692811,1,51.157189,49.118179,1
5675460.1,21.483303,51.145978,43.11312,42.120143,23.672123,1,51.177877,49.137975,1
5675749.7,21.402869,51.16593,43.132348,42.139519,23.651434,1,51.198566,49.15777,1
5676133.8,21.296156,51.192401,43.157859,42.165226,23.623987,1,51.226013,49.184033,1
5676518,21.189443,51.218873,43.183369,42.190933,23.596539,1,51.253461,49.210297,1
5677028,21.047775,51.254016,43.217237,42.225062,23.560102,1,51.289898,49.245164,1
5677200,21,51.265867,43.228659,42.236571,23.547814,1,51.302186,49.256922,1
5677200,21,51.265867,43.228659,42.236571,23.547814,1,51.302186,49.256922,1
5677200,21,51.265867,43.228659,42.236571,23.547814,1,51.302186,49.256922,1
5677710,20.702496,51.328554,43.283957,42.293693,23.474308,1,51.375692,49.317418,1
5678730,20.107488,51.471337,43.417085,42.429242,23.319629,1,51.530371,49.457862,1
5679750,19.512479,51.622031,43.564283,42.577023,23.166605,1,51.683395,49.608001,1
5680800,18.9,51.773156,43.7098,42.723651,23.009663,1,51.840337,49.757837,1
5680800,18.9,51.773156,43.7098,42.723651,23.009663,1,51.840337,49.757837,1
5680800,18.9,51.773156,43.7098,42.723651,23.009663,1,51.840337,49.757837,1
5681186.9,18.910748,51.790989,43.735628,42.747377,23.005775,1,51.844225,49.7785,1
5681960.8,18.932244,51.796866,43.751012,42.7599,23.014272,1,51.835728,49.78705,1
5683321.8,18.970051,51.780797,43.731987,42.741629,23.025044,1,51.824956,49.769858,1
5684378.6,18.999406,51.777815,43.730189,42.739692,23.030428,1,51.819572,49.767492,1
5684400,19,51.777832,43.730259,42.739752,23.030515,1,51.819485,49.767533,1
5684400,19,51.777832,43.730259,42.739752,23.030515,1,51.819485,49.767533,1
5684400,19,51.777832,43.730259,42.739752,23.030515,1,51.819485,49.767533,1
5685456.8,19,51.775173,43.727197,42.736703,23.032088,1,51.817912,49.764584,1
5687570.4,19,51.774516,43.726041,42.735691,23.031968,1,51.818032,49.763777,1
5688000,19,51.775029,43.72651,42.736201,23.031509,1,51.818491,49.764322,1
5688000,19,51.775029,43.72651,42.736201,23.031509,1,51.818491,49.764322,1
5688000,19,51.775029,43.72651,42.736201,23.031509,1,51.818491,49.764322,1
5691600,17.8,52.057837,43.991003,43.005024,22.725539,1,52.124461,50.042375,1
5691600,17.8,52.057837,43.991003,43.005024,22.725539,1,52.124461,50.042375,1
5691924,17.818,52.065481,44.003101,43.015985,22.725721,1,52.124279,50.051631,1
5692572,17.854,52.064175,44.00811,43.01914,22.736545,1,52.113455,50.052129,1
5693879,17.92661,52.042059,43.985191,42.996381,22.756557,1,52.093443,50.029518,1
5695186,17.99922,52.026701,43.970656,42.981807,22.773382,1,52.076618,50.014576,1
5695200,18,52.026571,43.970543,42.981692,22.773547,1,52.076453,50.014455,1
5695200,18,52.026571,43.970543,42.981692,22.773547,1,52.076453,50.014455,1
5695200,18,52.026571,43.970543,42.981692,22.773547,1,52.076453,50.014455,1
5696507,18,52.023285,43.966322,42.977661,22.774989,1,52.075011,50.010749,1
5698800,18,52.022191,43.964625,42.97613,22.775093,1,52.074907,50.009456,1
5698800,18,52.022191,43.964625,42.97613,22.775093,1,52.074907,50.009456,1
5698800,18,52.022191,43.964625,42.97613,22.775093,1,52.074907,50.009456,1
5698821.2,17.996471,52.014939,43.964436,42.975466,22.774636,1,52.040076,50.007266,1
5698863.5,17.989413,51.991926,43.962602,42.970972,22.772334,1,51.971801,49.996071,1
5698897.4,17.983771,51.965645,43.957702,42.961322,22.767841,1,51.919873,49.977089,1
5698931.2,17.978129,51.937573,43.947276,42.944756,22.760157,1,51.871137,49.951534,1
5699038,17.960331,51.83995,43.880534,42.865384,22.719312,1,51.733993,49.858107,1
5699144.8,17.942532,51.733098,43.783686,42.765152,22.661259,1,51.614057,49.753731,1
5699283.2,17.919459,51.592555,43.646801,42.626768,22.574328,1,51.470266,49.61308,1
5699421.7,17.896387,51.453118,43.506967,42.486975,22.48272,1,51.33115,49.473605,1
5700113.8,17.781025,50.761485,42.817932,41.797936,22.023644,1,50.636611,48.782619,1
5701342,17.576334,49.537457,41.601965,40.579932,21.212125,1,49.401215,47.560243,1
5702400,17.4,48.483925,40.556332,39.531995,20.513988,1,48.336012,46.508266,1
5702400,17.4,48.483927,40.556332,39.531998,20.513988,1,48.336012,46.508266,1
5702400,17.399998,48.483905,40.55631,39.531976,20.513974,1,48.336026,46.508245,1
5702400,17.399995,48.483877,40.556281,39.531948,20.513956,1,48.336044,46.508217,1
5702400.1,17.399991,48.483848,40.556252,39.53192,20.513937,1,48.336063,46.508189,1
5702400.1,17.399988,48.483819,40.556222,39.531892,20.513918,1,48.336082,46.508161,1
5702400.2,17.399974,48.48369,40.556089,39.531763,20.513833,1,48.336167,46.508033,1
5702400.4,17.399952,48.483493,40.555884,39.531565,20.513702,1,48.336298,46.507837,1
5702400.9,17.399905,48.483078,40.555449,39.531144,20.513423,1,48.336577,46.507419,1
5702401.9,17.399794,48.48203,40.554415,39.530143,20.512761,1,48.337239,46.506424,1
5702403.8,17.399576,48.479698,40.552384,39.528176,20.511458,1,48.338542,46.504462,1
5702408.2,17.399093,48.474653,40.547904,39.523824,20.508577,1,48.341423,46.500093,1
5702415.6,17.398265,48.468677,40.540276,39.516364,20.50364,1,48.34636,46.492555,1
5702429.8,17.396686,48.461965,40.52586,39.502208,20.494254,1,48.355746,46.478877,1
5702444,17.395108,48.456476,40.51162,39.488484,20.485022,1,48.364978,46.467318,1
5702489.9,17.390014,48.442674,40.469468,39.452066,20.458138,1,48.391862,46.443879,1
5702489.9,17.390013,48.442673,40.469467,39.452065,20.458137,1,48.391863,46.443879,1
5702489.9,17.390013,48.442672,40.469463,39.452062,20.458134,1,48.391866,46.443877,1
5702489.9,17.390012,48.442669,40.469453,39.452054,20.458128,1,48.391872,46.443874,1
5702489.9,17.390009,48.442665,40.469436,39.452041,20.458118,1,48.391882,46.443868,1
5702490,17.390002,48.442613,40.469377,39.451996,20.45808,1,48.39192,46.443846,1
5702490.1,17.389994,48.442551,40.469318,39.451951,20.458043,1,48.391957,46.443825,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443806,1
5702490.1,17.389987,48.442442,40.469265,39.45191,20.45801,1,48.39199,46.443805,1
5702490.1,17.389987,48.442441,40.469265,39.45191,20.45801,1,48.39199,46.443805,1
5702490.1,17.389987,48.442441,40.469264,39.451909,20.458009,1,48.391991,46.443805,1
5702490.1,17.389987,48.442441,40.469263,39.451908,20.458008,1,48.391992,46.443805,1
5702490.1,17.389986,48.44244,40.469259,39.451905,20.458006,1,48.391994,46.443803,1
5702490.1,17.389985,48.442437,40.46925,39.451899,20.458,1,48.392,46.4438,1
5702490.2,17.389982,48.442431,40.469226,39.45188,20.457985,1,48.392015,46.443791,1
5702490.2,17.389973,48.442411,40.469159,39.451829,20.457943,1,48.392057,46.443767,1
5702490.5,17.389949,48.442355,40.46898,39.451692,20.45783,1,48.39217,46.443702,1
5702491.1,17.389881,48.442203,40.468468,39.4513,20.457507,1,48.392493,46.443516,1
5702492.8,17.389684,48.441796,40.466994,39.45018,20.456576,1,48.393424,46.442981,1
5702497.7,17.38914,48.439193,40.463018,39.447203,20.454053,1,48.395947,46.441518,1
5702502.2,17.388643,48.437407,40.459518,39.444624,20.451809,1,48.398191,46.440172,1
5702506.7,17.388147,48.43531,40.456146,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.43531,40.456146,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449619,1,48.400381,46.438782,1
5702506.7,17.388147,48.435309,40.456145,39.442162,20.449618,1,48.400382,46.438782,1
5702506.7,17.388146,48.435309,40.456144,39.442161,20.449618,1,48.400382,46.438781,1
5702506.7,17.388146,48.435308,40.456142,39.44216,20.449617,1,48.400383,46.438781,1
5702506.7,17.388146,48.435308,40.456141,39.442159,20.449616,1,48.400384,46.43878,1
5702506.7,17.388145,48.435307,40.456134,39.442154,20.449611,1,48.400389,46.438777,1
5702506.7,17.388143,48.435304,40.456119,39.442143,20.449601,1,48.400399,46.438771,1
5702506.7,17.38814,48.435303,40.456104,39.442132,20.449592,1,48.400408,46.438764,1
5702506.8,17.388129,48.435288,40.456029,39.442077,20.449542,1,48.400458,46.438732,1
5702507.1,17.388098,48.435249,40.455825,39.441928,20.449409,1,48.400591,46.438644,1
5702508,17.387998,48.435176,40.455164,39.441448,20.448975,1,48.401025,46.438356,1
5702509.8,17.387804,48.434966,40.453897,39.440525,20.448138,1,48.401862,46.437793,1
5702515.1,17.387207,48.434334,40.450125,39.437772,20.445609,1,48.404391,46.43605,1
5702533.3,17.385188,48.432886,40.438658,39.429329,20.437532,1,48.412468,46.430837,1
5702570.8,17.381027,48.429514,40.420362,39.416137,20.423249,1,48.426751,46.42442,1
5702608.2,17.376865,48.426925,40.408017,39.407932,20.411984,1,48.438016,46.421308,1
5702645.7,17.372704,48.426021,40.400238,39.402996,20.403169,1,48.446831,46.419088,1
5702683.1,17.368542,48.426127,40.395571,39.400032,20.396243,1,48.453757,46.418166,1
5702838.8,17.351242,48.430601,40.390626,39.39868,20.379569,1,48.470431,46.421231,1
5702994.5,17.333942,48.43669,40.396421,39.404827,20.373542,1,48.476458,46.427522,1
5703462.8,17.281914,48.450948,40.411891,39.419757,20.361278,1,48.488722,46.442043,1
5703931,17.229886,48.463417,40.42353,39.431666,20.347945,1,48.502055,46.454335,1
5704950.8,17.11658,48.49162,40.450778,39.459062,20.318575,1,48.531425,46.482332,1
5706000,17,48.520629,40.478827,39.487294,20.288561,1,48.561439,46.51114,1
5706000,17,48.520629,40.478827,39.487294,20.288561,1,48.561439,46.51114,1
5706000,17,48.520629,40.478827,39.487294,20.288561,1,48.561439,46.51114,1
5707671.8,17,48.525334,40.485808,39.493668,20.28793,1,48.56207,46.516591,1
5709600,17,48.527623,40.489334,39.496852,20.287796,1,48.562204,46.519267,1
5709600,17,48.527623,40.489334,39.496852,20.287796,1,48.562204,46.519267,1
5712943.6,15.978351,48.765196,40.709909,39.721565,20.027025,1,48.822975,46.752409,1
5713200,15.9,48.783468,40.726904,39.73887,20.007018,1,48.842982,46.77035,1
5713200,15.9,48.783468,40.726904,39.73887,20.007018,1,48.842982,46.77035,1
5716800,15,49.009617,40.946162,39.959517,19.774606,1,49.075394,46.995218,1
5716800,15,49.009617,40.946162,39.959517,19.774606,1,49.075394,46.995218,1
5717124,15.18,48.991387,40.939152,39.949662,19.812187,1,49.037813,46.980789,1
5717772,15.54,48.919042,40.883085,39.889009,19.908853,1,48.941147,46.912878,1
5718420,15.9,48.822357,40.78764,39.793191,20.004649,1,48.845351,46.815854,1
5719270.7,16.372596,48.708187,40.676261,39.681606,20.122078,1,48.727922,46.702567,1
5720400,17,48.552005,40.527315,39.530869,20.286256,1,48.563744,46.547819,1
5720400,17,48.552005,40.527315,39.530869,20.286256,1,48.563744,46.547819,1
5720400,17,48.552005,40.527315,39.530869,20.286256,1,48.563744,46.547819,1
5721650.5,17.79892,48.357458,40.341076,39.342825,20.490673,1,48.359327,46.355202,1
5724000,19.3,47.986588,39.984325,38.98304,20.877275,1,47.972725,45.987353,1
5724000,19.3,47.986588,39.984325,38.98304,20.877275,1,47.972725,45.987353,1
5724000,19.3,47.986588,39.984325,38.98304,20.877275,1,47.972725,45.987353,1
5724225.1,19.343767,47.962655,39.95677,38.956402,20.893833,1,47.956167,45.961962,1
5724675.3,19.431301,47.930012,39.91753,38.919133,20.915023,1,47.934977,45.927244,1
5725606.7,19.612406,47.88878,39.877223,38.878948,20.957915,1,47.892085,45.886554,1
5726538.1,19.793511,47.842302,39.834,38.834708,21.007992,1,47.842008,45.840581,1
5727600,20,47.790837,39.783963,38.784406,21.060831,1,47.789169,45.789388,1
5727600,20,47.790837,39.783963,38.784406,21.060831,1,47.789169,45.789388,1
5727640.9,20,47.808349,39.784332,38.787079,21.063595,1,47.854618,45.797284,1
5727722.8,20,47.861365,39.795737,38.807336,21.074148,1,47.980491,45.83386,1
5727804.6,20,47.934153,39.833941,38.857694,21.096715,1,48.09435,45.900989,1
5727886.5,20,48.013243,39.898365,38.928887,21.131006,1,48.196485,45.97868,1
5728166.1,20,48.304742,40.173871,39.209121,21.286004,1,48.50746,46.265875,1
5728678.1,20,48.841241,40.711245,39.746697,21.60766,1,49.039107,46.804271,1
5729471.1,20,49.666434,41.52923,40.565497,22.098803,1,49.869679,47.626355,1
5731200,20,51.469498,43.319051,42.358593,23.171646,1,51.678354,49.427533,1
5731200,20,51.469499,43.319051,42.358593,23.171646,1,51.678354,49.427533,1
5731200,20,51.469499,43.319051,42.358593,23.171646,1,51.678354,49.427533,1
5731241.9,20.003492,51.491781,43.359763,42.396796,23.196021,1,51.653979,49.460062,1
5731267.1,20.005588,51.502646,43.383468,42.41845,23.210222,1,51.639778,49.477294,1
5731292.2,20.007683,51.509886,43.405296,42.437112,23.223377,1,51.626623,49.489906,1
5731329.9,20.010827,51.517651,43.432769,42.45856,23.240542,1,51.609458,49.502067,1
5731367.6,20.01397,51.522884,43.453027,42.473055,23.254535,1,51.595465,49.509517,1
5731556.2,20.029686,51.528565,43.492449,42.499477,23.293461,1,51.556539,49.521165,1
5731744.8,20.045402,51.520678,43.486455,42.492824,23.302475,1,51.547525,49.51341,1
5731933.4,20.061118,51.515377,43.479332,42.486003,23.305096,1,51.544904,49.507351,1
5732177.1,20.081427,51.510209,43.473527,42.4807,23.309567,1,51.540433,49.502365,1
5732542.1,20.11184,51.502833,43.466746,42.473593,23.31746,1,51.53254,49.494885,1
5733249,20.170748,51.488168,43.452436,42.459359,23.332642,1,51.517358,49.480501,1
5734190.7,20.249221,51.468719,43.433851,42.440469,23.352795,1,51.497205,49.461051,1
5734800,20.3,51.456146,43.42186,42.428255,23.365831,1,51.484169,49.448455,1
5734800,20.3,51.456146,43.42186,42.428255,23.365831,1,51.484169,49.448455,1
5734800,20.3,51.456146,43.42186,42.428255,23.365831,1,51.484169,49.448455,1
5736937.8,20.121848,51.493099,43.453316,42.461291,23.321185,1,51.528815,49.484077,1
5738400,20,51.520179,43.477551,42.486313,23.29028,1,51.55972,49.510478,1
5738400,20,51.520179,43.477551,42.486313,23.29028,1,51.55972,49.510478,1
5738400,20,51.520179,43.477551,42.486313,23.29028,1,51.55972,49.510478,1
5741355.4,20,51.526433,43.486872,42.494718,23.289007,1,51.560993,49.51763,1
5742000,20,51.527629,43.488659,42.496329,23.288769,1,51.561231,49.518999,1
5742000,20,51.527629,43.488659,42.496329,23.288769,1,51.561231,49.518999,1
5742000,20,51.527629,43.488659,42.496329,23.288769,1,51.561231,49.518999,1
5745600,20.3,51.456021,43.42142,42.428057,23.365802,1,51.484198,49.448498,1
5745600,20.3,51.456021,43.42142,42.428057,23.365802,1,51.484198,49.448498,1
5745600,20.3,51.456021,43.42142,42.428057,23.365802,1,51.484198,49.448498,1
5749200,20,51.523148,43.48208,42.490341,23.28975,1,51.56025,49.513843,1
5749200,20,51.523148,43.48208,42.490341,23.28975,1,51.56025,49.513843,1
5752800,20,51.526587,43.487185,42.49498,23.289088,1,51.560912,49.517825,1
5752800,20,51.526587,43.487185,42.49498,23.289088,1,51.560912,49.517825,1
5752800,20,51.526587,43.487185,42.49498,23.289088,1,51.560912,49.517825,1
5756400,18.7,51.833253,43.773872,42.786421,22.957117,1,51.892883,49.819337,1
5756400,18.7,51.833253,43.773872,42.786421,22.957117,1,51.892883,49.819337,1
5756400,18.7,51.833253,43.773872,42.786421,22.957117,1,51.892883,49.819337,1
5757480,18.49,51.891656,43.833142,42.845326,22.901517,1,51.948483,49.878266,1
5759640,18.07,51.997293,43.936351,42.948885,22.794121,1,52.055879,49.983447,1
5760000,18,52.013679,43.951844,42.964565,22.776596,1,52.073404,49.999585,1
5760000,18,52.013679,43.951844,42.964565,22.776596,1,52.073404,49.999585,1
5760000,18,52.013679,43.951844,42.964565,22.776596,1,52.073404,49.999585,1
5763080.4,18,52.022553,43.964878,42.97644,22.774666,1,52.075334,50.009827,1
5763600,18,52.023906,43.96687,42.978254,22.774376,1,52.075624,50.01139,1
5763600,18,52.023906,43.96687,42.978254,22.774376,1,52.075624,50.01139,1
5763600,18,52.023906,43.96687,42.978254,22.774376,1,52.075624,50.01139,1
5767200,18.7,51.857884,43.811463,42.820308,22.953638,1,51.896362,49.848062,1
5767200,18.7,51.857884,43.811463,42.820308,22.953638,1,51.896362,49.848062,1
5767200,18.7,51.857884,43.811463,42.820308,22.953638,1,51.896362,49.848062,1
5770800,18,52.014636,43.953155,42.96578,22.776259,1,52.073741,50.000665,1
5770800,18,52.014636,43.953155,42.96578,22.776259,1,52.073741,50.000665,1
5774129,18,52.022619,43.965008,42.97655,22.774695,1,52.075305,50.00991,1
5774400,18,52.023238,43.965928,42.977386,22.774574,1,52.075426,50.010627,1
5774400,18,52.023238,43.965928,42.977386,22.774574,1,52.075426,50.010627,1
5774400,18,52.023238,43.965928,42.977386,22.774574,1,52.075426,50.010627,1
5778000,18.1,51.999361,43.943636,42.954701,22.8004,1,52.0496,49.987139,1
5778000,18.1,51.999361,43.943636,42.954701,22.8004,1,52.0496,49.987139,1
5781600,18,52.021749,43.963869,42.975475,22.775063,1,52.074937,50.008932,1
5781600,18,52.021749,43.963869,42.975475,22.775063,1,52.074937,50.008932,1
5785200,18,52.022892,43.965568,42.977018,22.774841,1,52.075159,50.010257,1
5785200,18,52.022892,43.965568,42.977018,22.774841,1,52.075159,50.010257,1
5785229.2,17.99433,52.010892,43.964766,42.975119,22.773901,1,52.027499,50.005415,1
5785287.5,17.98299,51.974681,43.958982,42.964182,22.768666,1,51.935534,49.983502,1
5785331.2,17.974485,51.937823,43.946814,42.944935,22.759451,1,51.871849,49.952577,1
5785375,17.96598,51.899338,43.92481,42.915944,22.745048,1,51.813352,49.91521,1
5785522.4,17.937312,51.757517,43.807157,42.788496,22.673032,1,51.639641,49.777502,1
5785841.1,17.875345,51.436345,43.491276,42.471222,22.467767,1,51.313764,49.457078,1
5786337,17.778908,50.944692,42.998118,41.9785,22.131655,1,50.823268,48.964874,1
5787209.8,17.609204,50.081246,42.141942,41.12113,21.550683,1,49.949638,48.103449,1
5788800,17.3,48.506991,40.578597,39.55542,20.490012,1,48.359988,46.531577,1
5788800,17.3,48.506995,40.578597,39.55542,20.490012,1,48.359988,46.531577,1
5788800,17.3,48.506995,40.578597,39.55542,20.490012,1,48.359988,46.531577,1
5788819.5,17.298375,48.49356,40.559266,39.536165,20.476891,1,48.373109,46.513497,1
5788858.5,17.295126,48.474426,40.521439,39.500209,20.451707,1,48.398293,46.483279,1
5788897.5,17.291876,48.464729,40.487362,39.471455,20.429533,1,48.420467,46.465062,1
5788948.6,17.287615,48.456083,40.453917,39.447009,20.406576,1,48.443424,46.45304,1
5788999.7,17.283354,48.45128,40.433912,39.433524,20.389861,1,48.460139,46.446171,1
