delta time[s],outdoor temperature[°C],flow temperature[°C],return flow temperature[°C],f-r diff[K],room temperature[°C],pump I/O,boiler heating temperature[°C],pressure[bar],drinking water temperature boiler[°C],drinking water temperature house supply[°C],boiler I/O
16452000,7.78,58.578551,52.438984,6.1395675,20.146307,1,58.703693,25.517052,16.619578,12.334,1
16452000,7.78,58.578551,52.438984,6.1395675,20.146307,1,58.703693,25.517052,16.619578,12.334,1
16452000,7.78,58.578551,52.438984,6.1395675,20.146307,1,58.703693,25.517052,16.619578,12.334,1
16453080,8.164,58.48173,52.344829,6.1369006,20.245088,1,58.604912,25.120226,16.688626,12.4492,1
16455240,8.932,58.290645,52.160348,6.1302976,20.442158,1,58.407842,24.350543,16.826389,12.6796,1
16455600,9.06,58.259119,52.130083,6.1290364,20.474943,1,58.375057,24.225646,16.849301,12.718,1
16455600,9.06,58.259119,52.130083,6.1290364,20.474943,1,58.375057,24.225646,16.849301,12.718,1
16455600,9.06,58.259119,52.130083,6.1290364,20.474943,1,58.375057,24.225646,16.849301,12.718,1
16459200,9.69,58.09467,51.967191,6.1274792,20.638117,1,58.211883,23.580398,16.96204,12.907,1
16459200,9.69,58.09467,51.967191,6.1274792,20.638117,1,58.211883,23.580398,16.96204,12.907,1
16459200,9.69,58.09467,51.967191,6.1274792,20.638117,1,58.211883,23.580398,16.96204,12.907,1
16460280,9.96,58.030371,51.90654,6.1238318,20.706716,1,58.143284,23.336233,17.010215,12.988,1
16462440,10.5,57.896871,51.778505,6.118366,20.845669,1,58.004331,22.829185,17.106475,13.15,1
16462800,10.59,57.874006,51.756319,6.1176873,20.869045,1,57.980955,22.742501,17.122503,13.177,1
16462800,10.59,57.874006,51.756319,6.1176873,20.869045,1,57.980955,22.742501,17.122503,13.177,1
16462800,10.59,57.874006,51.756319,6.1176873,20.869045,1,57.980955,22.742501,17.122503,13.177,1
16463880,10.854,57.808418,51.692879,6.115539,20.936573,1,57.913427,22.498192,17.169475,13.2562,1
16466040,11.382,57.677312,51.566507,6.1108048,21.072162,1,57.777838,22.015305,17.263281,13.4146,1
16466400,11.47,57.655469,51.545508,6.1099609,21.094827,1,57.755173,21.935718,17.278895,13.441,1
16466400,11.47,57.655469,51.545508,6.1099609,21.094827,1,57.755173,21.935718,17.278895,13.441,1
16470000,11.49,57.640065,51.524729,6.1153365,21.101517,1,57.748483,21.868922,17.282532,13.447,1
16473600,11.51,57.630206,51.512336,6.1178699,21.107245,1,57.742755,21.827851,17.28612,13.453,1
16473600,11.51,57.630206,51.512336,6.1178699,21.107245,1,57.742755,21.827851,17.28612,13.453,1
16473600,11.51,57.630206,51.512336,6.1178699,21.107245,1,57.742755,21.827851,17.28612,13.453,1
16477200,11.34,57.673477,51.554552,6.1189248,21.063316,1,57.786684,21.987546,17.255932,13.402,1
16477200,11.34,57.673477,51.554552,6.1189248,21.063316,1,57.786684,21.987546,17.255932,13.402,1
16480800,10.56,57.860866,51.731463,6.1294031,20.863825,1,57.986175,22.682057,17.117328,13.168,1
16480800,10.56,57.860866,51.731463,6.1294031,20.863825,1,57.986175,22.682057,17.117328,13.168,1
16481880,10.212,57.942849,51.808011,6.1348382,20.775213,1,58.074787,22.987939,17.055369,13.0636,1
16484040,9.516,58.114796,51.972679,6.142117,20.595998,1,58.254002,23.644073,16.931132,12.8548,1
16484400,9.4,58.14445,52.001573,6.142877,20.565886,1,58.284114,23.759275,16.91038,12.82,1
16484400,9.4,58.14445,52.001573,6.142877,20.565886,1,58.284114,23.759275,16.91038,12.82,1
16484400,9.4,58.14445,52.001573,6.142877,20.565886,1,58.284114,23.759275,16.91038,12.82,1
16485480,8.974,58.247024,52.09904,6.1479839,20.457568,1,58.392432,24.161743,16.834186,12.6922,1
16487640,8.122,58.457987,52.30163,6.1563568,20.238532,1,58.611468,25.00461,16.681357,12.4366,1
16488000,7.98,58.493877,52.336359,6.1575181,20.20173,1,58.64827,25.150288,16.655821,12.394,1
16488000,7.98,58.493877,52.336359,6.1575181,20.20173,1,58.64827,25.150288,16.655821,12.394,1
16489080,7.617,58.586153,52.426686,6.1594672,20.108465,1,58.741535,25.534709,16.590522,12.2851,1
16491240,6.891,58.766948,52.601424,6.1655236,19.922364,1,58.927636,26.292442,16.459672,12.0673,1
16491600,6.77,58.796611,52.629806,6.1668051,19.891398,1,58.958602,26.417669,16.437826,12.031,1
16491600,6.77,58.796611,52.629806,6.1668051,19.891398,1,58.958602,26.417669,16.437826,12.031,1
16492680,6.476,58.872421,52.704178,6.1682431,19.815184,1,59.034816,26.745382,16.384695,11.9428,1
16494840,5.888,59.019147,52.846182,6.1729655,19.664474,1,59.185526,27.381712,16.278301,11.7664,1
16495200,5.79,59.042987,52.869,6.173987,19.639568,1,59.210432,27.485581,16.260549,11.737,1
16495200,5.79,59.042987,52.869,6.173987,19.639568,1,59.210432,27.485581,16.260549,11.737,1
16495200,5.79,59.042987,52.869,6.173987,19.639568,1,59.210432,27.485581,16.260549,11.737,1
16496280,5.568,59.101044,52.926239,6.1748055,19.581691,1,59.268309,27.744255,16.22028,11.6704,1
16498440,5.124,59.212029,53.03382,6.1782097,19.467951,1,59.382049,28.238284,16.139699,11.5372,1
16498800,5.05,59.229883,53.050882,6.1790018,19.449244,1,59.400756,28.317811,16.12626,11.515,1
16498800,5.05,59.229883,53.050882,6.1790018,19.449244,1,59.400756,28.317811,16.12626,11.515,1
16499880,4.873,59.27576,53.095835,6.1799252,19.403103,1,59.446897,28.525818,15.298002,11.4619,1
16502040,4.519,59.364172,53.181432,6.1827395,19.312371,1,59.537629,28.926502,13.660903,11.3557,1
16502400,4.46,59.378495,53.195164,6.1833306,19.297436,1,59.552564,28.991469,13.391034,11.338,1
16502400,4.46,59.378495,53.195164,6.1833306,19.297436,1,59.552564,28.991469,13.391034,11.338,1
16502400,4.46,59.378495,53.195164,6.1833306,19.297436,1,59.552564,28.991469,13.391034,11.338,1
16503480,4.259,59.427698,53.242004,6.1856942,19.245792,1,59.604208,29.21517,13.353608,11.2777,1
16505640,3.857,59.527479,53.337963,6.1895163,19.142508,1,59.707492,29.673461,13.282374,11.1571,1
16506000,3.79,59.544281,53.354242,6.1900395,19.125295,1,59.724705,29.751301,13.27095,11.137,1
16506000,3.79,59.544281,53.354242,6.1900395,19.125295,1,59.724705,29.751301,13.27095,11.137,1
16506000,3.79,59.544281,53.354242,6.1900395,19.125295,1,59.724705,29.751301,13.27095,11.137,1
16507080,3.628,59.585924,53.395137,6.1907868,19.083473,1,59.766527,29.946914,13.241747,11.0884,1
16509240,3.304,59.666757,53.473348,6.1934092,19.000459,1,59.849541,30.325676,13.184217,10.9912,1
16509600,3.25,59.679922,53.485933,6.193989,18.986702,1,59.863298,30.387298,13.174736,10.975,1
16509600,3.25,59.679922,53.485933,6.193989,18.986702,1,59.863298,30.387298,13.174736,10.975,1
16509600,3.25,59.679922,53.485933,6.193989,18.986702,1,59.863298,30.387298,13.174736,10.975,1
16510680,3.019,59.734913,53.53753,6.1973833,18.927815,1,59.922185,30.643919,13.133581,10.9057,1
16512840,2.557,59.849265,53.647154,6.2021107,18.809004,1,60.040996,31.186006,13.051346,10.7671,1
16513200,2.48,59.868864,53.666223,6.202641,18.789078,1,60.060922,31.280049,13.037647,10.744,1
16513200,2.48,59.868864,53.666223,6.202641,18.789078,1,60.060922,31.280049,13.037647,10.744,1
16513200,2.48,59.868864,53.666223,6.202641,18.789078,1,60.060922,31.280049,13.037647,10.744,1
16514280,2.285,59.918481,53.714816,6.2036651,18.739012,1,60.110988,31.521032,13.002856,10.6855,1
16516440,1.895,60.015676,53.808755,6.206921,18.63908,1,60.21092,31.992576,12.933262,10.5685,1
16516800,1.83,60.031621,53.824005,6.2076159,18.622449,1,60.227551,32.069949,12.92166,10.549,1
16516800,1.83,60.031621,53.824005,6.2076159,18.622449,1,60.227551,32.069949,12.92166,10.549,1
16516800,1.83,60.031621,53.824005,6.2076159,18.622449,1,60.227551,32.069949,12.92166,10.549,1
16520400,1.63,60.08683,53.880279,6.2065512,18.570156,1,60.279844,32.348601,12.885873,10.489,1
16520400,1.63,60.08683,53.880279,6.2065512,18.570156,1,60.279844,32.348601,12.885873,10.489,1
16521480,1.828,60.047282,53.847412,6.1998695,18.619005,1,60.230995,32.168789,12.921165,10.5484,1
16523640,2.224,59.950895,53.756751,6.1941437,18.72157,1,60.12843,31.704819,12.991845,10.6672,1
16524000,2.29,59.932796,53.738684,6.1941121,18.739206,1,60.110794,31.615259,13.003634,10.687,1
16524000,2.29,59.932796,53.738684,6.1941121,18.739206,1,60.110794,31.615259,13.003634,10.687,1
16525080,2.47,59.888025,53.694829,6.1931954,18.78452,1,60.06548,31.398749,13.035708,10.741,1
16527240,2.83,59.798581,53.608554,6.1900268,18.876763,1,59.973237,30.971234,13.099819,10.849,1
16527600,2.89,59.783686,53.594354,6.1893316,18.892339,1,59.957661,30.900745,13.110497,10.867,1
16527600,2.89,59.783686,53.594354,6.1893316,18.892339,1,59.957661,30.900745,13.110497,10.867,1
16527600,2.89,59.783686,53.594354,6.1893316,18.892339,1,59.957661,30.900745,13.110497,10.867,1
16531200,4.18,59.471259,53.297914,6.1733445,19.221999,1,59.628001,29.476035,15.965737,11.254,1
16531200,4.18,59.471259,53.297914,6.1733445,19.221999,1,59.628001,29.476035,15.965737,11.254,1
16532280,4.489,59.39184,53.220142,6.1716978,19.302053,1,59.547947,29.111187,16.024041,11.3467,1
16534440,5.107,59.237676,53.071005,6.1666707,19.460466,1,59.389534,28.414143,16.136429,11.5321,1
16534800,5.21,59.212562,53.046947,6.1656146,19.486662,1,59.363338,28.302275,16.154637,11.563,1
16534800,5.21,59.212562,53.046947,6.1656146,19.486662,1,59.363338,28.302275,16.154637,11.563,1
16534800,5.21,59.212562,53.046947,6.1656146,19.486662,1,59.363338,28.302275,16.154637,11.563,1
16535880,5.561,59.126708,52.965154,6.1615545,19.576758,1,59.273242,27.924709,16.218813,11.6683,1
16538040,6.263,58.952553,52.797669,6.1548836,19.757165,1,59.092835,27.162689,16.345959,11.8789,1
16538400,6.38,58.92322,52.769265,6.1539548,19.787258,1,59.062742,27.03512,16.366994,11.914,1
16538400,6.38,58.92322,52.769265,6.1539548,19.787258,1,59.062742,27.03512,16.366994,11.914,1
16538724,6.5627,58.885496,52.736034,6.1494625,19.831377,1,59.018623,26.880025,16.400054,11.96881,1
16539372,6.9281,58.799435,52.657111,6.1423241,19.926159,1,58.923841,26.520774,16.466035,12.07843,1
16540020,7.2935,58.706448,52.56676,6.1396872,20.020894,1,58.829106,26.126689,16.531927,12.18805,1
16542000,8.41,58.425637,52.294178,6.1314588,20.308052,1,58.541948,24.96485,16.732718,12.523,1
16542000,8.41,58.425637,52.294178,6.1314588,20.308052,1,58.541948,24.96485,16.732718,12.523,1
16545240,9.679,58.107007,51.984653,6.1223545,20.633961,1,58.216039,23.722552,16.959995,12.9037,1
16545600,9.82,58.071629,51.950302,6.1213268,20.670173,1,58.179827,23.585062,16.985236,12.946,1
16545600,9.82,58.071629,51.950302,6.1213268,20.670173,1,58.179827,23.585062,16.985236,12.946,1
16545600,9.82,58.071629,51.950302,6.1213268,20.670173,1,58.179827,23.585062,16.985236,12.946,1
16549200,10.34,57.93194,51.809673,6.1222668,20.805307,1,58.044693,23.043595,17.078012,13.102,1
16549200,10.34,57.93194,51.809673,6.1222668,20.805307,1,58.044693,23.043595,17.078012,13.102,1
16552800,9.96,58.01508,51.88321,6.1318695,20.709174,1,58.140826,23.349882,17.010345,12.988,1
16552800,9.96,58.01508,51.88321,6.1318695,20.709174,1,58.140826,23.349882,17.010345,12.988,1
16552800,9.96,58.01508,51.88321,6.1318695,20.709174,1,58.140826,23.349882,17.010345,12.988,1
16556400,9.96,58.019294,51.889443,6.129851,20.708251,1,58.141749,23.370395,17.010306,12.988,1
16556400,9.96,58.019294,51.889443,6.129851,20.708251,1,58.141749,23.370395,17.010306,12.988,1
16560000,9.91,58.031255,51.900785,6.1304706,20.695574,1,58.154426,23.416082,17.001389,12.973,1
16560000,9.91,58.031255,51.900785,6.1304706,20.695574,1,58.154426,23.416082,17.001389,12.973,1
16560000,9.91,58.031255,51.900785,6.1304706,20.695574,1,58.154426,23.416082,17.001389,12.973,1
16561080,9.676,58.0812,51.944609,6.1365905,20.637157,1,58.212843,23.600973,16.959682,12.9028,1
16563240,9.208,58.195695,52.053076,6.1426184,20.516157,1,58.333843,24.04286,16.876012,12.7624,1
16563600,9.13,58.216581,52.073736,6.1428453,20.49549,1,58.35451,24.125565,16.862032,12.739,1
16563600,9.13,58.216581,52.073736,6.1428453,20.49549,1,58.35451,24.125565,16.862032,12.739,1
16563600,9.13,58.216581,52.073736,6.1428453,20.49549,1,58.35451,24.125565,16.862032,12.739,1
16564680,8.833,58.287407,52.141058,6.1463492,20.420612,1,58.429388,24.405612,16.808883,12.6499,1
16566840,8.239,58.434301,52.28201,6.1522911,20.267912,1,58.582088,24.994393,16.702329,12.4717,1
16567200,8.14,58.459442,52.306298,6.1531443,20.242097,1,58.607903,25.096344,16.684533,12.442,1
16567200,8.14,58.459442,52.306298,6.1531443,20.242097,1,58.607903,25.096344,16.684533,12.442,1
16567200,8.14,58.459442,52.306298,6.1531443,20.242097,1,58.607903,25.096344,16.684533,12.442,1
16568280,7.945,58.511477,52.358641,6.152836,20.191663,1,58.658337,25.314448,16.649468,12.3835,1
16570440,7.555,58.6091,52.453569,6.1555307,20.091959,1,58.758041,25.720011,16.579304,12.2665,1
16570800,7.49,58.624562,52.468163,6.1563985,20.075484,1,58.774516,25.783855,16.567604,12.247,1
16570800,7.49,58.624562,52.468163,6.1563985,20.075484,1,58.774516,25.783855,16.567604,12.247,1
16571880,7.259,58.680913,52.521676,6.1592374,20.016103,1,58.833897,26.018491,16.525996,12.1777,1
16574040,6.797,58.795502,52.631835,6.1636676,19.897347,1,58.952653,26.501623,16.442659,12.0391,1
16574400,6.72,58.814835,52.650586,6.1642497,19.877556,1,58.972444,26.584004,16.428752,12.016,1
16574400,6.72,58.814835,52.650586,6.1642497,19.877556,1,58.972444,26.584004,16.428752,12.016,1
16574400,6.72,58.814835,52.650586,6.1642497,19.877556,1,58.972444,26.584004,16.428752,12.016,1
16575480,6.516,58.866439,52.700846,6.1655931,19.825053,1,59.024947,26.806534,16.391893,11.9548,1
16577640,6.108,58.968022,52.798949,6.169073,19.720406,1,59.129594,27.245631,16.318104,11.8324,1
16578000,6.04,58.984749,52.814996,6.1697534,19.703009,1,59.146991,27.318166,16.305795,11.812,1
16578000,6.04,58.984749,52.814996,6.1697534,19.703009,1,59.146991,27.318166,16.305795,11.812,1
16579080,5.827,59.037425,52.865556,6.1718695,19.648304,1,59.201696,27.548401,16.267223,11.7481,1
16581240,5.401,59.143249,52.967466,6.1757836,19.53891,1,59.31109,28.014528,16.189983,11.6203,1
16581600,5.33,59.160946,52.98455,6.1763959,19.52068,1,59.32932,28.093035,16.177096,11.599,1
16581600,5.33,59.160946,52.98455,6.1763959,19.52068,1,59.32932,28.093035,16.177096,11.599,1
16581600,5.33,59.160946,52.98455,6.1763959,19.52068,1,59.32932,28.093035,16.177096,11.599,1
16582680,5.108,59.215765,53.0372,6.178565,19.463785,1,59.386215,28.337731,16.136792,11.5324,1
16584840,4.664,59.326046,53.143391,6.1826552,19.349785,1,59.500215,28.833688,16.056078,11.3992,1
16585200,4.59,59.344507,53.161202,6.1833054,19.33076,1,59.51924,28.917288,16.042609,11.377,1
16585200,4.59,59.344507,53.161202,6.1833054,19.33076,1,59.51924,28.917288,16.042609,11.377,1
16585200,4.59,59.344507,53.161202,6.1833054,19.33076,1,59.51924,28.917288,16.042609,11.377,1
16588800,4.58,59.355713,53.177017,6.1786964,19.326842,1,59.523158,28.980077,13.412303,11.374,1
16588800,4.58,59.355713,53.177017,6.1786964,19.326842,1,59.523158,28.980077,13.412303,11.374,1
16588800,4.58,59.355713,53.177017,6.1786964,19.326842,1,59.523158,28.980077,13.412303,11.374,1
16592400,4.21,59.443659,53.259633,6.1840259,19.232722,1,59.617278,29.378751,13.344899,11.263,1
16592400,4.21,59.443659,53.259633,6.1840259,19.232722,1,59.617278,29.378751,13.344899,11.263,1
16592400,4.21,59.443659,53.259633,6.1840259,19.232722,1,59.617278,29.378751,13.344899,11.263,1
16593480,3.973,59.497782,53.309182,6.1885996,19.172823,1,59.677177,29.6224,13.302955,11.1919,1
16595640,3.499,59.614599,53.42065,6.1939492,19.050699,1,59.799301,30.161573,13.218875,11.0497,1
16596000,3.42,59.635119,53.44075,6.1943685,19.030069,1,59.819931,30.257941,13.204835,11.026,1
16596000,3.42,59.635119,53.44075,6.1943685,19.030069,1,59.819931,30.257941,13.204835,11.026,1
16596000,3.42,59.635119,53.44075,6.1943685,19.030069,1,59.819931,30.257941,13.204835,11.026,1
16597080,3.093,59.712725,53.51394,6.1987843,18.947375,1,59.902625,30.620441,13.146771,10.9279,1
16599240,2.439,59.874515,53.669046,6.2054694,18.779267,1,60.070733,31.38802,13.030354,10.7317,1
16599600,2.33,59.902299,53.695987,6.2063121,18.750917,1,60.099083,31.521499,13.010908,10.699,1
16599600,2.33,59.902299,53.695987,6.2063121,18.750917,1,60.099083,31.521499,13.010908,10.699,1
16599600,2.33,59.902299,53.695987,6.2063121,18.750917,1,60.099083,31.521499,13.010908,10.699,1
16603200,2.13,59.962353,53.760128,6.2022246,18.698348,1,60.151652,31.828255,12.975163,10.639,1
16603200,2.13,59.962353,53.760128,6.2022246,18.698348,1,60.151652,31.828255,12.975163,10.639,1
16603200,2.13,59.962353,53.760128,6.2022246,18.698348,1,60.151652,31.828255,12.975163,10.639,1
16604280,1.899,60.013804,53.806726,6.207078,18.640596,1,60.209404,32.071426,12.933988,10.5697,1
16606440,1.437,60.127396,53.914842,6.2125545,18.521522,1,60.328478,32.623707,12.851422,10.4311,1
16606800,1.36,60.147625,53.934681,6.2129437,18.501257,1,60.348743,32.723901,12.837632,10.408,1
16606800,1.36,60.147625,53.934681,6.2129437,18.501257,1,60.348743,32.723901,12.837632,10.408,1
16606800,1.36,60.147625,53.934681,6.2129437,18.501257,1,60.348743,32.723901,12.837632,10.408,1
16610400,1.15,60.206043,53.995042,6.2110005,18.446983,1,60.403017,33.024456,12.800005,10.345,1
16610400,1.15,60.206043,53.995042,6.2110005,18.446983,1,60.403017,33.024456,12.800005,10.345,1
16610400,1.15,60.206043,53.995042,6.2110005,18.446983,1,60.403017,33.024456,12.800005,10.345,1
16611480,1.435,60.148184,53.946329,6.2018552,18.517464,1,60.332536,32.756744,12.850891,10.4305,1
16613640,2.005,60.009249,53.815428,6.1938205,18.664999,1,60.185001,32.080421,12.95274,10.6015,1
16614000,2.1,59.983398,53.789688,6.1937095,18.690304,1,60.159696,31.951475,12.969718,10.63,1
16614000,2.1,59.983398,53.789688,6.1937095,18.690304,1,60.159696,31.951475,12.969718,10.63,1
16617600,3.94,59.537592,53.365746,6.1718454,19.159432,1,59.690568,29.898532,15.921916,11.182,1
16617600,3.94,59.537592,53.365746,6.1718454,19.159432,1,59.690568,29.898532,15.921916,11.182,1
16617600,3.94,59.537592,53.365746,6.1718454,19.159432,1,59.690568,29.898532,15.921916,11.182,1
16617924,4.1083,59.496339,53.326391,6.1699482,19.202624,1,59.647376,29.708847,15.954592,11.23249,1
16618572,4.4449,59.413011,53.246456,6.166555,19.289194,1,59.560806,29.326329,16.01594,11.33347,1
16621200,5.81,59.073768,52.919634,6.1541337,19.639757,1,59.210243,27.802007,16.26343,11.743,1
16621200,5.81,59.073768,52.919634,6.1541337,19.639757,1,59.210243,27.802007,16.26343,11.743,1
16621200,5.81,59.073768,52.919634,6.1541337,19.639757,1,59.210243,27.802007,16.26343,11.743,1
16624440,6.125,58.977223,52.816097,6.1611254,19.723427,1,59.126573,27.358694,16.321074,11.8375,1
16624800,6.16,58.966625,52.804789,6.1618356,19.7327,1,59.1173,27.310174,16.327474,11.848,1
16624800,6.16,58.966625,52.804789,6.1618356,19.7327,1,59.1173,27.310174,16.327474,11.848,1
16624800,6.16,58.966625,52.804789,6.1618356,19.7327,1,59.1173,27.310174,16.327474,11.848,1
16628400,6.32,58.925734,52.764324,6.1614104,19.773439,1,59.076561,27.131217,16.356373,11.896,1
16628400,6.32,58.925734,52.764324,6.1614104,19.773439,1,59.076561,27.131217,16.356373,11.896,1
16632000,6.32,58.923778,52.761292,6.1624867,19.773708,1,59.076292,27.120436,16.356389,11.896,1
16632000,6.32,58.923778,52.761292,6.1624867,19.773708,1,59.076292,27.120436,16.356389,11.896,1
16632000,6.32,58.923778,52.761292,6.1624867,19.773708,1,59.076292,27.120436,16.356389,11.896,1
16635600,5.99,59.001753,52.834093,6.1676597,19.689577,1,59.160423,27.45582,16.296707,11.797,1
16635600,5.99,59.001753,52.834093,6.1676597,19.689577,1,59.160423,27.45582,16.296707,11.797,1
16639200,5.7,59.074168,52.903993,6.1701742,19.614977,1,59.235023,27.775135,16.244165,11.71,1
16639200,5.7,59.074168,52.903993,6.1701742,19.614977,1,59.235023,27.775135,16.244165,11.71,1
16639200,5.7,59.074168,52.903993,6.1701742,19.614977,1,59.235023,27.775135,16.244165,11.71,1
16642800,6.01,59.004349,52.840839,6.1635106,19.693426,1,59.156574,27.479551,16.300262,11.803,1
16642800,6.01,59.004349,52.840839,6.1635106,19.693426,1,59.156574,27.479551,16.300262,11.803,1
16642800,6.01,59.004349,52.840839,6.1635106,19.693426,1,59.156574,27.479551,16.300262,11.803,1
16646400,5.64,59.088374,52.917425,6.1709495,19.599864,1,59.250136,27.840474,16.233297,11.692,1
16646400,5.64,59.088374,52.917425,6.1709495,19.599864,1,59.250136,27.840474,16.233297,11.692,1
16646400,5.64,59.088374,52.917425,6.1709495,19.599864,1,59.250136,27.840474,16.233297,11.692,1
16647480,5.493,59.12332,52.950121,6.1731998,19.562288,1,59.287712,27.993098,16.206652,11.6479,1
16649640,5.199,59.196061,53.019838,6.176223,19.486637,1,59.363363,28.315686,16.153294,11.5597,1
16650000,5.15,59.208542,53.032002,6.1765401,19.473967,1,59.376033,28.371679,16.144391,11.545,1
16650000,5.15,59.208542,53.032002,6.1765401,19.473967,1,59.376033,28.371679,16.144391,11.545,1
16651080,4.961,59.253829,53.074856,6.1789727,19.42594,1,59.42406,28.573473,16.110072,11.4883,1
16653240,4.583,59.347414,53.164665,6.1827489,19.328772,1,59.521228,28.995415,16.041327,11.3749,1
16653600,4.52,59.363389,53.180149,6.1832399,19.31244,1,59.53756,29.068129,16.029855,11.356,1
16653600,4.52,59.363389,53.180149,6.1832399,19.31244,1,59.53756,29.068129,16.029855,11.356,1
16657200,4.2,59.446502,53.262435,6.1840672,19.229924,1,59.620076,29.455259,15.971546,11.26,1
16657200,4.2,59.446502,53.262435,6.1840672,19.229924,1,59.620076,29.455259,15.971546,11.26,1
16660800,3.75,59.556922,53.368089,6.1888337,19.114746,1,59.735254,29.967072,15.889486,11.125,1
16660800,3.75,59.556922,53.368089,6.1888337,19.114746,1,59.735254,29.967072,15.889486,11.125,1
16664400,3.6,59.597752,53.409434,6.1883174,19.075649,1,59.774351,30.16282,15.862068,11.08,1
16664400,3.6,59.597752,53.409434,6.1883174,19.075649,1,59.774351,30.16282,15.862068,11.08,1
16668000,3.34,59.661187,53.469944,6.1912426,19.009196,1,59.840804,30.4599,15.814573,11.002,1
16668000,3.34,59.661187,53.469944,6.1912426,19.009196,1,59.840804,30.4599,15.814573,11.002,1
16671600,3.13,59.713949,53.521085,6.192864,18.955186,1,59.894814,30.710416,15.776166,10.939,1
16671600,3.13,59.713949,53.521085,6.192864,18.955186,1,59.894814,30.710416,15.776166,10.939,1
16675200,2.86,59.780373,53.584703,6.1956701,18.886021,1,59.963979,31.026051,13.107213,10.858,1
16675200,2.86,59.780373,53.584703,6.1956701,18.886021,1,59.963979,31.026051,13.107213,10.858,1
16678800,2.73,59.814342,53.618368,6.1959734,18.852378,1,59.997622,31.190983,13.082093,10.819,1
16678800,2.73,59.814342,53.618368,6.1959734,18.852378,1,59.997622,31.190983,13.082093,10.819,1
16682400,2.55,59.858549,53.660689,6.1978608,18.806312,1,60.043688,31.402845,13.05004,10.765,1
16682400,2.55,59.858549,53.660689,6.1978608,18.806312,1,60.043688,31.402845,13.05004,10.765,1
16686000,2.45,59.884348,53.686076,6.1982717,18.780487,1,60.069513,31.528673,13.032214,10.735,1
16686000,2.45,59.884348,53.686076,6.1982717,18.780487,1,60.069513,31.528673,13.032214,10.735,1
16689600,2.33,59.913975,53.714524,6.1994505,18.749749,1,60.100251,31.671811,13.010826,10.699,1
16689600,2.33,59.913975,53.714524,6.1994505,18.749749,1,60.100251,31.671811,13.010826,10.699,1
16693200,2.17,59.953269,53.752108,6.2011616,18.708765,1,60.141235,31.861935,12.982295,10.651,1
16693200,2.17,59.953269,53.752108,6.2011616,18.708765,1,60.141235,31.861935,12.982295,10.651,1
16696800,2.54,59.867596,53.673163,6.1944336,18.802679,1,60.047321,31.45948,13.048204,10.762,1
16696800,2.54,59.867596,53.673163,6.1944336,18.802679,1,60.047321,31.45948,13.048204,10.762,1
16700400,2.82,59.797125,53.604881,6.1922437,18.874823,1,59.975177,31.122729,13.098071,10.846,1
16700400,2.82,59.797125,53.604881,6.1922437,18.874823,1,59.975177,31.122729,13.098071,10.846,1
16704000,3.08,59.732221,53.542171,6.1900508,18.941574,1,59.908426,30.81513,15.765,10.924,1
16704000,3.08,59.732221,53.542171,6.1900508,18.941574,1,59.908426,30.81513,15.765,10.924,1
16707600,3.51,59.627356,53.442274,6.185082,19.0516,1,59.7984,30.326737,15.845567,11.053,1
16707600,3.51,59.627356,53.442274,6.185082,19.0516,1,59.7984,30.326737,15.845567,11.053,1
16711200,3.97,59.513444,53.332789,6.180655,19.169643,1,59.680357,29.800283,15.929532,11.191,1
16711200,3.97,59.513444,53.332789,6.180655,19.169643,1,59.680357,29.800283,15.929532,11.191,1
16714800,4.34,59.420415,53.242545,6.1778707,19.264793,1,59.585207,29.372782,15.996981,11.302,1
16714800,4.34,59.420415,53.242545,6.1778707,19.264793,1,59.585207,29.372782,15.996981,11.302,1
16718400,4.79,59.309495,53.136167,6.1733287,19.38013,1,59.46987,28.872031,16.078873,11.437,1
16718400,4.79,59.309495,53.136167,6.1733287,19.38013,1,59.46987,28.872031,16.078873,11.437,1
16722000,5.12,59.226073,53.054991,6.1710818,19.465085,1,59.384915,28.496315,16.138862,11.536,1
16722000,5.12,59.226073,53.054991,6.1710818,19.465085,1,59.384915,28.496315,16.138862,11.536,1
16725600,5.08,59.231528,53.057658,6.1738697,19.455497,1,59.394503,28.515106,16.131634,11.524,1
16725600,5.08,59.231528,53.057658,6.1738697,19.455497,1,59.394503,28.515106,16.131634,11.524,1
16729200,5.42,59.151438,52.982913,6.1685256,19.54197,1,59.30803,28.164677,16.193323,11.626,1
16729200,5.42,59.151438,52.982913,6.1685256,19.54197,1,59.30803,28.164677,16.193323,11.626,1
16730280,5.228,59.188406,53.01293,6.1754754,19.495049,1,59.354951,28.316945,16.158575,11.5684,1
16732440,4.844,59.281539,53.100233,6.1813062,19.395455,1,59.454545,28.728341,16.088805,11.4532,1
16732800,4.78,59.299391,53.118111,6.1812804,19.378181,1,59.471819,28.809994,16.077142,11.434,1
16732800,4.78,59.299391,53.118111,6.1812804,19.378181,1,59.471819,28.809994,16.077142,11.434,1
16732800,4.78,59.299391,53.118111,6.1812804,19.378181,1,59.471819,28.809994,16.077142,11.434,1
16736400,4.6,59.348787,53.169245,6.1795427,19.332315,1,59.517685,29.042803,16.044374,11.38,1
16736400,4.6,59.348787,53.169245,6.1795427,19.332315,1,59.517685,29.042803,16.044374,11.38,1
16740000,4.53,59.36765,53.188369,6.179281,19.314249,1,59.535751,29.131155,16.031623,11.359,1
