delta time[s],outdoor temperature[°C],flow temperature[°C],return flow temperature[°C],f-r diff[K],room temperature[°C],pump I/O,boiler heating temperature[°C],pressure[bar],drinking water temperature boiler[°C],drinking water temperature house supply[°C],boiler I/O
0,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
8.353404E-13,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
1.336545E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
1.486906E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
1.637267E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
1.862809E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
2.088351E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.01325,20,12.547,1
2.995984E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132501,20,12.547,1
3.903616E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132501,20,12.547,1
4.811249E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132501,20,12.547,1
7.308938E-12,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132502,20,12.547,1
1.076991E-11,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132502,20,12.547,1
1.586018E-11,8.49,50.002512,44,6.0025123,20,1,58.85,1.0132503,20,12.547,1
2.606988E-11,8.49,50.002512,44,6.0025122,20,1,58.85,1.0132506,20,12.547,1
3.627958E-11,8.49,50.002512,44,6.0025122,20,1,58.85,1.0132508,20,12.547,1
5.947789E-11,8.49,50.002512,44,6.0025121,20,1,58.85,1.0132513,20,12.547,1
6.643739E-11,8.49,50.002512,44,6.0025121,20,1,58.85,1.0132515,20,12.547,1
7.339688E-11,8.49,50.002512,44,6.0025121,20,1,58.85,1.0132516,20,12.547,1
8.265941E-11,8.49,50.002512,44,6.0025121,20,1,58.85,1.0132518,20,12.547,1
9.192193E-11,8.49,50.002512,44,6.002512,20,1,58.85,1.013252,20,12.547,1
1.011845E-10,8.49,50.002512,44,6.002512,20,1,58.85,1.0132522,20,12.547,1
1.360807E-10,8.49,50.002512,44,6.002512,20,1,58.85,1.013253,20,12.547,1
1.709769E-10,8.49,50.002512,44,6.002512,20,1,58.85,1.0132538,20,12.547,1
2.058731E-10,8.49,50.002512,44,6.0025119,20,1,58.85,1.0132546,20,12.547,1
2.339731E-10,8.49,50.002512,44,6.0025119,20,1,58.85,1.0132552,20,12.547,1
2.620731E-10,8.49,50.002512,44,6.0025119,20,1,58.85,1.0132558,20,12.547,1
2.98278E-10,8.49,50.002512,44,6.0025119,20,1,58.85,1.0132566,20,12.547,1
3.344828E-10,8.49,50.002512,44,6.0025119,20,1,58.85,1.0132574,20,12.547,1
3.706877E-10,8.49,50.002512,44,6.0025118,20,1,58.85,1.0132583,20,12.547,1
4.865512E-10,8.49,50.002512,44,6.0025117,20,1,58.85,1.0132609,20,12.547,1
6.024147E-10,8.49,50.002512,44,6.0025116,20,1,58.85,1.0132635,20,12.547,1
7.182782E-10,8.49,50.002512,44,6.0025116,20,1,58.85,1.0132661,20,12.547,1
0.000000001,8.49,50.002511,44,6.0025113,20,1,58.85,1.0132772,20,12.547,1
0.000000002,8.49,50.002511,44,6.002511,20,1,58.85,1.0132907,20,12.547,1
0.000000002,8.49,50.002511,44,6.0025107,20,1,58.85,1.0133044,20,12.547,1
0.000000004,8.49,50.00251,44,6.0025102,20,1,58.85,1.0133314,20,12.547,1
0.000000005,8.49,50.00251,44,6.0025098,20,1,58.85,1.0133589,20,12.547,1
0.000000008,8.49,50.002509,44,6.0025087,20,1,58.85,1.0134414,20,12.547,1
0.000000011,8.49,50.002508,44,6.0025076,20,1,58.85,1.0135262,20,12.547,1
0.000000019,8.49,50.002505,44,6.0025052,20,1,58.85,1.0137249,20,12.547,1
0.000000026,8.49,50.002503,44,6.0025026,20,1,58.85,1.013931,20,12.547,1
0.000000043,8.49,50.002495,44,6.0024953,20,1,58.85,1.0144112,20,12.547,1
0.00000006,8.49,50.002483,44,6.0024834,20,1,58.85,1.014913,20,12.547,1
0.000000099,8.49,50.002388,44,6.002388,20,1,58.85,1.0161073,20,12.547,1
0.000000137,8.49,50.000565,44,6.0005654,20,1,58.85,1.0173584,20,12.547,1
0.000000144,8.49,50.000051,44,6.0000517,20,1,58.85,1.0175853,20,12.547,1
0.000000151,8.49,49.999986,44,5.9999867,20,1,58.85,1.0178133,20,12.547,1
0.000000158,8.49,49.99988,44,5.9998808,20,1,58.85,1.0180424,20,12.547,1
0.000000192,8.49,49.999716,44,5.9997161,20,1,58.85,1.0192023,19.999999,12.547,1
0.000000226,8.49,50.000109,43.999999,6.00011,20,1,58.85,1.0203827,19.999999,12.547,1
0.00000026,8.49,50.00003,43.999999,6.0000308,20,1,58.85,1.0215793,19.999999,12.547,1
0.000000294,8.49,50.000149,43.999999,6.0001493,20,1,58.85,1.022789,19.999999,12.547,1
0.000000385,8.49,49.999855,43.999999,5.999856,20,1,58.85,1.0260534,19.999999,12.547,1
0.000000476,8.49,50.000312,43.999999,6.0003134,20,1,58.85,1.029362,19.999999,12.547,1
0.000000567,8.49,49.999555,43.999999,5.9995566,20,1,58.85,1.0326943,19.999998,12.547,1
0.000000698,8.49,50.000029,43.999998,6.0000302,20,1,58.85,1.0375365,19.999998,12.547,1
0.00000083,8.49,50.000037,43.999998,6.0000386,20,1,58.85,1.0423813,19.999998,12.547,1
0.000001232,8.49,50.000056,43.999997,6.0000591,20,1,58.85,1.057128,19.999996,12.547,1
0.000001635,8.49,50.000078,43.999997,6.0000816,20,1,58.85,1.0716757,19.999995,12.547,1
0.000002038,8.49,50.000099,43.999996,6.000103,20,1,58.85,1.0859905,19.999994,12.547,1
0.000002612,8.49,50.000127,43.999995,6.0001327,20,1,58.85,1.1060009,19.999992,12.547,1
0.000003316,8.49,50.000162,43.999994,6.0001682,20,1,58.85,1.1298647,19.99999,12.547,1
0.000003527,8.49,50.000172,43.999993,6.0001786,20,1,58.85,1.1368855,19.99999,12.547,1
0.000003738,8.49,50.000182,43.999993,6.000189,20,1,58.85,1.1438428,19.999989,12.547,1
0.000004621,8.49,50.000223,43.999992,6.0002311,20,1,58.85,1.1722544,19.999986,12.547,1
0.000004885,8.49,50.000235,43.999991,6.0002435,20,1,58.85,1.1805625,19.999986,12.547,1
0.00000515,8.49,50.000247,43.999991,6.0002558,20,1,58.85,1.1887718,19.999985,12.547,1
0.000005603,8.49,50.000267,43.99999,6.0002765,20,1,58.85,1.2025779,19.999984,12.547,1
0.000006056,8.49,50.002355,43.99999,6.0023649,20,1,58.85,1.2160975,19.999982,12.547,1
0.000006508,8.49,50.002729,43.999989,6.0027397,20,1,58.85,1.2293321,19.999981,12.547,1
0.000006549,8.49,50.00275,43.999989,6.0027607,20,1,58.85,1.2305093,19.999981,12.547,1
0.00000659,8.49,50.002864,43.999989,6.0028754,20,1,58.85,1.2316841,19.999981,12.547,1
0.000006651,8.49,50.002972,43.999989,6.0029831,20,1,58.85,1.2334421,19.99998,12.547,1
0.000006712,8.49,50.003006,43.999989,6.0030174,20,1,58.85,1.235195,19.99998,12.547,1
0.000006804,8.49,50.003041,43.999989,6.0030526,20,1,58.85,1.2378146,19.99998,12.547,1
0.000006896,8.49,50.003151,43.999989,6.0031625,20,1,58.85,1.2404227,19.99998,12.547,1
0.000007354,8.49,50.003663,43.999988,6.0036748,20,1,58.85,1.2532899,19.999978,12.547,1
0.000007812,8.49,50.003299,43.999987,6.003312,20,1,58.85,1.2658699,19.999977,12.547,1
0.000008271,8.49,50.00395,43.999987,6.0039629,20,1,58.85,1.2781646,19.999976,12.547,1
0.000009562,8.49,50.005069,43.999985,6.0050837,20,1,58.85,1.3112958,19.999972,12.547,1
0.000010854,8.49,50.004804,43.999984,6.0048208,20,1,58.85,1.3422274,19.999968,12.547,1
0.00001173,8.49,50.00344,43.999983,6.0034576,20,1,58.85,1.3619688,19.999965,12.547,1
0.000012605,8.49,50.003523,43.999981,6.0035417,20,1,58.85,1.3807441,19.999963,12.547,1
0.000013528,8.49,50.003485,43.99998,6.0035042,20,1,58.85,1.3995043,19.99996,12.547,1
0.000013804,8.49,50.003451,43.99998,6.0034711,20,1,58.85,1.4049309,19.999959,12.547,1
0.000014081,8.49,50.003439,43.99998,6.0034596,20,1,58.85,1.4102661,19.999959,12.547,1
0.000015465,8.49,50.003367,43.999978,6.0033892,20,1,58.85,1.4356061,19.999954,12.547,1
0.00001588,8.49,50.003345,43.999978,6.003367,20,1,58.85,1.4427788,19.999953,12.547,1
0.000016295,8.49,50.003321,43.999977,6.0033443,20,1,58.85,1.4497597,19.999952,12.547,1
0.00001671,8.49,50.003298,43.999977,6.0033211,20,1,58.85,1.4565517,19.999951,12.547,1
0.000018626,8.49,50.003314,43.999975,6.0033392,20,1,58.85,1.4855765,19.999945,12.547,1
0.000019201,8.49,50.003318,43.999974,6.0033441,20,1,58.85,1.4935639,19.999943,12.547,1
0.000019776,8.49,50.003321,43.999973,6.003348,20,1,58.85,1.5012426,19.999942,12.547,1
0.000020226,8.49,50.003323,43.999973,6.0033503,20,1,58.85,1.5070482,19.99994,12.547,1
0.000020677,8.49,50.003324,43.999972,6.0033521,20,1,58.85,1.5126754,19.999939,12.547,1
0.00002239,8.49,50.003325,43.99997,6.0033541,20,1,58.85,1.5325472,19.999934,12.547,1
0.000022904,8.49,50.003323,43.99997,6.0033533,20,1,58.85,1.5380542,19.999933,12.547,1
0.000023417,8.49,50.003321,43.999969,6.0033519,20,1,58.85,1.5433689,19.999931,12.547,1
0.000024808,8.49,50.003322,43.999968,6.0033542,20,1,58.85,1.5568655,19.999927,12.547,1
0.000027508,8.49,50.003495,43.999965,6.0035299,20,1,58.85,1.5799204,19.999919,12.547,1
0.000030207,8.49,50.003674,43.999962,6.0037114,20,1,58.85,1.5996763,19.999911,12.547,1
0.000032907,8.49,50.003856,43.99996,6.0038958,20,1,58.85,1.6171316,19.999903,12.547,1
0.000036286,8.49,50.004085,43.999956,6.0041282,20,1,58.85,1.6368091,19.999893,12.547,1
0.000039665,8.49,50.004314,43.999953,6.0043603,20,1,58.85,1.6547908,19.999883,12.547,1
0.000043044,8.49,50.004541,43.99995,6.0045909,20,1,58.85,1.6715758,19.999873,12.547,1
0.000054267,8.49,50.005046,43.999941,6.0051059,20,1,58.85,1.721971,19.99984,12.547,1
0.000065489,8.49,50.005418,43.999932,6.005486,20,1,58.85,1.7667046,19.999807,12.547,1
0.000076711,8.49,50.005767,43.999923,6.0058441,20,1,58.85,1.8080367,19.999774,12.547,1
0.000087933,8.49,50.006093,43.999915,6.0061774,20,1,58.85,1.8470541,19.999741,12.547,1
0.000099155,8.49,50.006392,43.999908,6.0064838,20,1,58.85,1.8846123,19.999708,12.547,1
0.000110377,8.49,50.006728,43.999901,6.0068276,20,1,58.85,1.9213276,19.999675,12.547,1
0.000129863,8.49,50.00725,43.99989,6.0073604,20,1,58.85,1.9842893,19.999618,12.547,1
0.000149348,8.49,50.007746,43.99988,6.007866,20,1,58.85,2.0470871,19.99956,12.547,1
0.000168833,8.49,50.008157,43.999872,6.0082854,20,1,58.85,2.1102042,19.999503,12.547,1
0.00022071,8.49,50.008765,43.999844,6.0089206,20,1,58.85,2.2792568,19.99935,12.547,1
0.000236273,8.49,50.008816,43.99984,6.0089757,20,1,58.85,2.3300341,19.999304,12.547,1
0.000251836,8.49,50.008819,43.999822,6.0089976,20,1,58.85,2.380586,19.999258,12.547,1
0.000258452,8.49,50.008809,43.99984,6.0089688,20,1,58.85,2.4019831,19.999239,12.547,1
0.000265069,8.49,50.008794,43.999827,6.0089671,20,1,58.85,2.423309,19.999219,12.547,1
0.000298152,8.4899999,50.008689,43.999592,6.009097,20,1,58.85,2.5285665,19.999122,12.547,1
0.000331235,8.4899999,50.008571,43.999855,6.0087162,20,1,58.85,2.6311223,19.999025,12.547,1
0.000377593,8.4899999,50.008418,43.999385,6.0090328,20,1,58.85,2.7692375,19.998888,12.547,1
0.000423952,8.4899999,50.008257,44.000094,6.0081632,20,1,58.85,2.9000717,19.998751,12.547,1
0.000437859,8.4899999,50.008196,43.999808,6.0083886,20,1,58.85,2.9378221,19.998711,12.547,1
0.000451767,8.4899999,50.008136,43.999806,6.0083299,20,1,58.85,2.9748575,19.99867,12.547,1
0.000463478,8.4899999,50.008086,43.999804,6.0082824,20,1,58.85,3.005488,19.998635,12.547,1
0.00047519,8.4899999,50.008037,43.999802,6.0082352,20,1,58.85,3.0356006,19.998601,12.547,1
0.000478703,8.4899999,50.008022,43.999801,6.0082213,20,1,58.85,3.0445329,19.99859,12.547,1
0.000482217,8.4899999,50.008008,43.999801,6.0082073,20,1,58.85,3.0534191,19.99858,12.547,1
0.000499784,8.4899999,50.007937,43.999798,6.0081389,20,1,58.85,3.0971496,19.998528,12.547,1
0.000563525,8.4899999,50.007695,43.999789,6.0079066,20,1,58.85,3.2459945,19.99834,12.547,1
0.000617241,8.4899999,50.007512,43.999782,6.0077304,20,1,58.85,3.3593799,19.998182,12.547,1
0.000670958,8.4899999,50.007348,43.999776,6.0075719,20,1,58.85,3.4616117,19.998024,12.547,1
0.000751533,8.4899999,50.007137,43.999768,6.007369,20,1,58.85,3.5937272,19.997787,12.547,1
0.000775706,8.4899999,50.007082,43.999766,6.007316,20,1,58.85,3.6283354,19.997716,12.547,1
0.000799878,8.4899999,50.007031,43.999764,6.0072669,20,1,58.85,3.6605722,19.997644,12.547,1
0.000828837,8.4899999,50.006975,43.999762,6.0072131,20,1,58.85,3.6960257,19.997559,12.547,1
0.000857796,8.4899999,50.006925,43.99976,6.0071649,20,1,58.85,3.7279573,19.997474,12.547,1
0.000866483,8.4899999,50.006911,43.99976,6.0071516,20,1,58.85,3.7368373,19.997448,12.547,1
0.000875171,8.4899998,50.006898,43.99976,6.0071387,20,1,58.85,3.7453864,19.997423,12.547,1
0.000888202,8.4899998,50.006879,43.999759,6.0071204,20,1,58.85,3.7575792,19.997384,12.547,1
0.000901234,8.4899998,50.006862,43.999759,6.0071033,20,1,58.85,3.7690309,19.997346,12.547,1
0.000914265,8.4899998,50.006846,43.999758,6.0070872,20,1,58.85,3.779746,19.997308,12.547,1
0.000920129,8.4899998,50.006839,43.999758,6.0070804,20,1,58.85,3.7843193,19.99729,12.547,1
0.000925994,8.4899998,50.006832,43.999758,6.0070737,20,1,58.85,3.7887354,19.997273,12.547,1
0.000931858,8.4899998,50.006826,43.999758,6.0070673,20,1,58.85,3.7929917,19.997256,12.547,1
0.000933617,8.4899998,50.006824,43.999758,6.0070655,20,1,58.85,3.7942366,19.997251,12.547,1
0.000934145,8.4899998,50.006823,43.999758,6.0070649,20,1,58.85,3.794607,19.997249,12.547,1
0.000934672,8.4899998,50.006823,43.999758,6.0070644,20,1,58.85,3.7949759,19.997247,12.547,1
0.000937311,8.4899998,50.00682,43.999758,6.0070616,20,1,58.85,3.7967988,19.99724,12.547,1
0.0009433,8.4899998,50.006814,43.999758,6.0070555,20,1,58.85,3.800818,19.997222,12.547,1
0.000961864,8.4899998,50.006797,43.999759,6.0070377,20,1,58.85,3.81232,19.997167,12.547,1
0.000980428,8.4899998,50.006818,43.999761,6.0070569,20,1,58.85,3.8223214,19.997113,12.547,1
0.000986093,8.4899998,50.006832,43.999764,6.0070682,20,1,58.85,3.8250575,19.997096,12.547,1
0.000991757,8.4899998,50.006844,43.999766,6.007078,20,1,58.85,3.8276349,19.997079,12.547,1
0.001016004,8.4899998,50.006888,44.003391,6.0034974,20,1,58.85,3.8364275,19.997008,12.547,1
0.001040251,8.4899998,50.006916,44.003715,6.0032013,20,1,58.85,3.8418583,19.996937,12.547,1
0.001064498,8.4899998,50.006935,44.003957,6.0029782,20,1,58.85,3.8452484,19.996865,12.547,1
0.001088745,8.4899998,50.006949,44.004026,6.0029235,20,1,58.85,3.8477185,19.996794,12.547,1
0.001139606,8.4899998,50.006972,44.004011,6.0029607,20,1,58.85,3.8511944,19.996644,12.547,1
0.001190467,8.4899998,50.006988,44.004006,6.0029818,20,1,58.85,3.8532405,19.996494,12.547,1
0.001234949,8.4899998,50.006999,44.004013,6.0029864,20,1,58.85,3.8543732,19.996363,12.547,1
0.00127943,8.4899998,50.007009,44.004013,6.0029957,20,1,58.85,3.8551181,19.996232,12.547,1
0.001323912,8.4899998,50.007017,44.004013,6.0030037,20,1,58.85,3.8556181,19.996101,12.547,1
0.001390635,8.4899998,50.007028,44.004013,6.003015,20,1,58.85,3.8560837,19.995905,12.547,1
0.001457357,8.4899997,50.007038,44.004013,6.0030251,20,1,58.85,3.8563429,19.995709,12.547,1
0.00152408,8.4899997,50.007048,44.004013,6.0030347,20,1,58.85,3.8564857,19.995512,12.547,1
0.001590803,8.4899997,50.007057,44.004013,6.0030441,20,1,58.85,3.8565664,19.995316,12.547,1
0.001690887,8.4899997,50.007071,44.004013,6.0030579,20,1,58.85,3.8566261,19.995021,12.547,1
0.001790971,8.4899997,50.007085,44.004013,6.0030717,20,1,58.85,3.8566515,19.994727,12.547,1
0.001891055,8.4899997,50.007098,44.004013,6.0030854,20,1,58.85,3.8566615,19.994432,12.547,1
0.002391474,8.4899996,50.007167,44.004013,6.0031544,20,1,58.85,3.8566753,19.99296,12.547,1
0.003751589,8.4899994,50.007357,44.004013,6.0033445,20,1,58.85,3.8566833,19.988959,12.547,1
0.007962311,8.4899986,50.007952,44.004013,6.0039395,20,1,58.85,3.856726,19.976591,12.547,1
0.016973659,8.4899971,50.009229,44.004013,6.0052161,20,1,58.85,3.8568063,19.950211,12.546999,1
0.025985008,8.4899955,50.010506,44.004013,6.0064927,19.999999,1,58.850001,3.8568932,19.92395,12.546999,1
0.071041753,8.4899878,50.016884,44.004013,6.0128711,19.999996,1,58.850004,3.8573086,19.794408,12.546996,1
0.16019923,8.4899724,50.029478,44.004013,6.025465,19.999977,1,58.850023,3.8581406,19.546522,12.546992,1
0.46090171,8.4899206,50.071689,44.004014,6.0676753,19.99981,1,58.85019,3.86094,18.786505,12.546976,1
0.76160419,8.4898688,50.113491,44.004014,6.1094773,19.999482,1,58.850518,3.8637558,18.132994,12.546961,1
1.231603,8.4897879,50.178017,44.004013,6.1740033,19.99865,1,58.85135,3.868169,17.287718,12.546936,1
1.808953,8.4896885,50.25594,44.004011,6.2519291,19.997106,1,58.852894,3.8736297,16.486662,12.546907,1
2.8529054,8.4895087,50.39317,44.003998,6.3891714,19.992915,1,58.857085,3.8835843,15.502458,12.546853,1
4.3510227,8.4892507,50.582127,44.003963,6.5781636,19.983924,1,58.866076,3.898073,14.740506,12.546775,1
6.6381062,8.4888568,50.853528,44.003872,6.8496566,19.964051,1,58.885949,3.9206154,14.274409,12.546657,1
10.186522,8.4882457,51.237469,44.003679,7.2337902,19.920623,1,58.929377,3.9565897,14.107796,12.546474,1
15.530951,8.4873252,51.741827,44.003573,7.7382543,19.83298,1,59.01702,4.0129871,14.094619,12.546198,1
22.857973,8.4860633,52.315017,44.005499,8.3095176,19.685301,1,59.164699,4.0945955,14.096511,12.545819,1
30.184994,8.4848015,52.779725,44.013576,8.7661496,19.523063,1,59.326937,4.1812102,14.095784,12.54544,1
41.263425,8.4828935,53.333843,44.052208,9.2816353,19.281732,1,59.568268,4.3217806,14.095681,12.544868,1
55.463722,8.4804479,53.865115,44.179114,9.6860005,19.011531,1,59.838469,4.5187343,14.095145,12.544134,1
72.642607,8.4774893,54.35258,44.484151,9.8684283,18.763432,1,60.086568,4.7810787,14.094692,12.543247,1
93.713656,8.4738604,54.848338,45.069194,9.7791437,18.567411,1,60.282589,5.1358055,14.094019,12.542158,1
121.91076,8.4690043,55.461884,46.046697,9.4151875,18.445011,1,60.404989,5.6572447,14.093201,12.540701,1
171.13624,8.4605265,56.436021,47.703382,8.7326388,18.479696,1,60.370304,6.6513106,14.091701,12.538158,1
220.36172,8.4520488,57.18628,49.017346,8.1689338,18.711404,1,60.138596,7.6693394,14.090242,12.535615,1
269.5872,8.4435711,57.681174,50.02133,7.6598435,19.026247,1,59.823753,8.6073036,14.088749,12.533071,1
318.81268,8.4350934,57.999747,50.798437,7.2013099,19.34079,1,59.50921,9.3891981,14.087284,12.530528,1
368.03816,8.4266157,58.205415,51.358176,6.8472391,19.611675,1,59.238325,9.9818379,14.085795,12.527985,1
417.26364,8.4181379,58.328585,51.733373,6.595212,19.827621,1,59.022379,10.395315,14.084327,12.525441,1
456.55869,8.4113704,58.384503,51.935029,6.4494741,19.961522,1,58.888478,10.618457,14.083139,12.523411,1
495.85374,8.404603,58.416687,52.074712,6.3419748,20.064763,1,58.785237,10.768763,14.081966,12.521381,1
535.14879,8.3978355,58.433593,52.1676,6.2659927,20.141908,1,58.708092,10.864381,14.080781,12.519351,1
574.44384,8.391068,58.440731,52.226397,6.214334,20.197866,1,58.652134,10.921064,14.079605,12.51732,1
592.12661,8.3880226,58.441728,52.244393,6.1973356,20.217258,1,58.632742,10.937065,14.079071,12.516407,1
609.80939,8.3849773,58.441824,52.258483,6.1833411,20.233688,1,58.616312,10.948792,14.078542,12.515493,1
631.15812,8.3813005,58.441091,52.271252,6.1698389,20.250082,1,58.599918,10.958387,14.0779,12.51439,1
652.50685,8.3776238,58.439725,52.280253,6.1594719,20.263214,1,58.586786,10.964061,14.077259,12.513287,1
691.49161,8.3709098,58.43639,52.289711,6.1466799,20.280499,1,58.569501,10.96758,14.076088,12.511273,1
730.47637,8.3641957,58.432701,52.29289,6.1398116,20.291008,1,58.558992,10.96546,14.074918,12.509259,1
777.63397,8.3560741,58.428645,52.292176,6.1364697,20.297533,1,58.552467,10.959611,14.073501,12.506822,1
824.79157,8.3479526,58.425486,52.28916,6.1363262,20.299594,1,58.550406,10.952973,14.072086,12.504386,1
871.94918,8.339831,58.423374,52.285627,6.1377472,20.298995,1,58.551005,10.947206,14.070669,12.501949,1
932.28634,8.3294396,58.422104,52.281768,6.1403352,20.296235,1,58.553765,10.942166,14.068857,12.498832,1
992.6235,8.3190482,58.42217,52.279256,6.1429148,20.292494,1,58.557506,10.939882,14.067045,12.495715,1
1052.9607,8.3086568,58.423223,52.278172,6.1450513,20.288557,1,58.561443,10.939995,14.065233,12.492597,1
1113.2978,8.2982654,58.424931,52.2783,6.1466306,20.284773,1,58.565227,10.941924,14.06342,12.48948,1
1173.635,8.287874,58.427054,52.279331,6.1477233,20.281248,1,58.568752,10.945123,14.061608,12.486362,1
1233.9721,8.2774826,58.429432,52.280979,6.1484532,20.277979,1,58.572021,10.949138,14.059796,12.483245,1
1294.3093,8.2670912,58.431943,52.283021,6.1489218,20.27492,1,58.57508,10.953654,14.057983,12.480127,1
1354.6465,8.2566998,58.43452,52.285301,6.149219,20.272015,1,58.577985,10.958447,14.05617,12.47701,1
1414.9836,8.2463084,58.437124,52.287714,6.1494101,20.269212,1,58.580788,10.963388,14.054358,12.473893,1
1475.3208,8.235917,58.439735,52.290191,6.1495445,20.266475,1,58.583525,10.968391,14.052545,12.470775,1
1535.6579,8.2255256,58.442343,52.292696,6.1496474,20.263776,1,58.586224,10.973421,14.050732,12.467658,1
1595.9951,8.2151342,58.444946,52.295209,6.1497371,20.261097,1,58.588903,10.978449,14.048919,12.46454,1
1656.3323,8.2047428,58.447542,52.297721,6.1498212,20.258428,1,58.591572,10.983475,14.047106,12.461423,1
1716.6694,8.1943514,58.450133,52.300227,6.1499062,20.255764,1,58.594236,10.988491,14.045293,12.458305,1
1777.0066,8.18396,58.452721,52.302729,6.1499919,20.2531,1,58.5969,10.993505,14.04348,12.455188,1
1837.3438,8.1735686,58.455306,52.305225,6.1500805,20.250436,1,58.599564,10.998511,14.041667,12.452071,1
1897.6809,8.1631772,58.457889,52.307719,6.1501699,20.247771,1,58.602229,11.003518,14.039854,12.448953,1
1958.0181,8.1527858,58.460472,52.31021,6.1502617,20.245104,1,58.604896,11.008523,14.038041,12.445836,1
2018.3552,8.1423944,58.463054,52.3127,6.1503536,20.242437,1,58.607563,11.013531,14.036227,12.442718,1
2078.6924,8.132003,58.465635,52.315188,6.1504471,20.23977,1,58.61023,11.018539,14.034414,12.439601,1
2139.0296,8.1216116,58.468217,52.317677,6.15054,20.237102,1,58.612898,11.023552,14.0326,12.436484,1
2199.3667,8.1112202,58.470798,52.320164,6.1506341,20.234434,1,58.615566,11.028565,14.030787,12.433366,1
2259.7039,8.1008288,58.47338,52.322652,6.1507273,20.231766,1,58.618234,11.033584,14.028973,12.430249,1
2320.041,8.0904374,58.475961,52.32514,6.1508216,20.229097,1,58.620903,11.038603,14.027159,12.427131,1
2380.3782,8.080046,58.478543,52.327628,6.150915,20.226429,1,58.623571,11.043629,14.025346,12.424014,1
2440.7154,8.0696546,58.481125,52.330115,6.1510093,20.22376,1,58.62624,11.048654,14.023532,12.420896,1
2501.0525,8.0592632,58.483706,52.332604,6.1511026,20.221092,1,58.628908,11.053686,14.021718,12.417779,1
2561.3897,8.0488718,58.486288,52.335091,6.1511969,20.218424,1,58.631576,11.058717,14.019904,12.414662,1
2621.7269,8.0384804,58.48887,52.337579,6.1512902,20.215755,1,58.634245,11.063755,14.01809,12.411544,1
2682.064,8.028089,58.491451,52.340067,6.1513845,20.213087,1,58.636913,11.068793,14.016275,12.408427,1
2742.4012,8.0176976,58.494033,52.342555,6.1514778,20.210419,1,58.639581,11.073837,14.014461,12.405309,1
2802.7383,8.0073062,58.496615,52.345043,6.1515721,20.20775,1,58.64225,11.078881,14.012647,12.402192,1
2863.0755,7.9969148,58.499196,52.347531,6.1516654,20.205082,1,58.644918,11.083932,14.010833,12.399074,1
2923.4127,7.9865234,58.501778,52.350018,6.1517597,20.202413,1,58.647587,11.088982,14.009018,12.395957,1
2983.7498,7.976132,58.50436,52.352507,6.151853,20.199745,1,58.650255,11.094039,14.007204,12.39284,1
3044.087,7.9657406,58.506941,52.354994,6.1519472,20.197077,1,58.652923,11.099096,14.005389,12.389722,1
3104.4241,7.9553492,58.509523,52.357482,6.1520405,20.194408,1,58.655592,11.104158,14.003574,12.386605,1
3164.7613,7.9449578,58.512105,52.35997,6.1521348,20.19174,1,58.65826,11.109221,14.00176,12.383487,1
3225.0985,7.9345664,58.514686,52.362458,6.1522281,20.189072,1,58.660928,11.114291,13.999945,12.38037,1
3285.4356,7.924175,58.517268,52.364946,6.1523224,20.186403,1,58.663597,11.11936,13.99813,12.377253,1
3345.7728,7.9137836,58.51985,52.367434,6.1524157,20.183735,1,58.666265,11.124435,13.996315,12.374135,1
3406.1099,7.9033922,58.522432,52.369922,6.15251,20.181067,1,58.668933,11.129511,13.9945,12.371018,1
3466.4471,7.8930008,58.525013,52.37241,6.1526033,20.178398,1,58.671602,11.134592,13.992685,12.3679,1
3526.7843,7.8826094,58.527595,52.374897,6.1526976,20.17573,1,58.67427,11.139674,13.99087,12.364783,1
3587.1214,7.872218,58.530177,52.377386,6.1527908,20.173062,1,58.676938,11.144762,13.989055,12.361665,1
3600,7.87,58.530728,52.377917,6.1528107,20.172492,1,58.677508,11.145848,13.988667,12.361,1
3600,7.87,58.530728,52.377917,6.1528107,20.172492,1,58.677508,11.145848,13.988667,12.361,1
3653.9064,7.8652083,58.532901,52.380118,6.1527826,20.170517,1,58.679483,11.150247,13.987802,12.359563,1
3761.7193,7.855625,58.536854,52.384387,6.1524674,20.167307,1,58.682693,11.158536,13.986126,12.356688,1
3869.5322,7.8460416,58.540061,52.388206,6.1518553,20.165092,1,58.684908,11.1656,13.984453,12.353813,1
4003.9294,7.8340952,58.543394,52.392074,6.1513199,20.162497,1,58.687503,11.172779,13.982364,12.350229,1
4548.2688,7.7857094,58.555486,52.404136,6.1513498,20.150511,1,58.699489,11.197048,13.973912,12.335713,1
