delta time[s],outdoor temperature[°C],flow temperature[°C],return flow temperature[°C],f-r diff[K],room temperature[°C],pump I/O,boiler heating temperature[°C],pressure[bar],drinking water temperature boiler[°C]
10392801,7.0110957,51.002374,42.872745,8.1296295,17.719558,1,51.130442,1.046053,1
10393200,7,51.004607,42.874603,8.1300045,17.716774,1,51.133226,1.0460526,1
10393200,7,51.004607,42.874603,8.1300045,17.716774,1,51.133226,1.0460526,1
10393200,7,51.004607,42.874603,8.1300045,17.716774,1,51.133226,1.0460526,1
10393229,7,51.016824,42.875625,8.1411988,17.717196,1,51.181404,1.046051,1
10393287,7,51.053588,42.881849,8.1717387,17.720855,1,51.274945,1.0460443,1
10393333,7,51.092571,42.895025,8.1975463,17.728576,1,51.342867,1.0460363,1
10393378,7,51.133687,42.918819,8.2148685,17.741396,1,51.405689,1.046029,1
10393532,7,51.287532,43.046431,8.2411009,17.808836,1,51.594432,1.0460111,1
10393736,7,51.504112,43.257309,8.2468032,17.928407,1,51.815389,1.0459917,1
10394091,7,51.87584,43.629246,8.2465942,18.150753,1,52.184329,1.0459604,1
10394627,7,52.433789,44.18304,8.2507496,18.483473,1,52.744476,1.0459128,1
10395162,7,52.992155,44.737036,8.2551189,18.815667,1,53.305149,1.045865,1
10396800,7,54.699411,46.431893,8.2675188,19.832246,1,55.017754,1.045719,1
10396800,7,54.699411,46.431893,8.2675188,19.832246,1,55.017754,1.045719,1
10396800,7,54.699411,46.431893,8.2675188,19.832246,1,55.017754,1.045719,1
10396857,6.9872876,54.726919,46.484602,8.2423164,19.862344,1,54.987656,1.0457193,1
10396892,6.9796602,54.73969,46.514495,8.225195,19.879152,1,54.970848,1.0457204,1
10396926,6.9720328,54.747519,46.540171,8.2073479,19.893145,1,54.956855,1.0457227,1
10396976,6.9609334,54.755669,46.568004,8.1876652,19.908101,1,54.941899,1.045726,1
10397026,6.949834,54.761086,46.585355,8.1757313,19.917568,1,54.932432,1.045728,1
10397215,6.9077642,54.771148,46.611608,8.1595396,19.927231,1,54.922769,1.0457302,1
10397404,6.8656943,54.778082,46.616689,8.1613929,19.916885,1,54.933115,1.0457295,1
10397594,6.8236245,54.78795,46.624355,8.1635942,19.904662,1,54.945338,1.0457282,1
10397843,6.7682326,54.801762,46.637579,8.1641823,19.890111,1,54.959889,1.0457269,1
10398560,6.6088223,54.84155,46.676022,8.1655282,19.849316,1,55.000684,1.0457233,1
10399278,6.4494119,54.880994,46.714015,8.1669788,19.808328,1,55.041672,1.0457197,1
10400400,6.2,54.942869,46.773607,8.1692612,19.74423,1,55.10577,1.0457141,1
10400400,6.2,54.942869,46.773607,8.1692612,19.74423,1,55.10577,1.0457141,1
10402382,6.6403826,54.852427,46.696948,8.1554792,19.854132,1,54.995868,1.045724,1
10404000,7,54.771927,46.624506,8.147421,19.945289,1,54.904711,1.0457322,1
10404000,7,54.771927,46.624506,8.147421,19.945289,1,54.904711,1.0457322,1
10404000,7,54.771927,46.624506,8.147421,19.945289,1,54.904711,1.0457322,1
10405614,7.8964176,54.55608,46.42099,8.1350893,20.175089,1,54.674911,1.0457526,1
10407600,9,54.285202,46.162293,8.1229092,20.458608,1,54.391392,1.0457778,1
10407600,9,54.285202,46.162293,8.1229092,20.458608,1,54.391392,1.0457778,1
10407600,9,54.285202,46.162293,8.1229092,20.458608,1,54.391392,1.0457778,1
10407890,9.0968131,54.252461,46.127188,8.1252733,20.48663,1,54.36337,1.0457802,1
10408471,9.2904393,54.198519,46.070332,8.1281866,20.53525,1,54.31475,1.0457844,1
10410236,9.8787222,54.055534,45.933667,8.1218669,20.68518,1,54.16482,1.0457976,1
10411200,10.2,53.977239,45.859644,8.1175942,20.76822,1,54.08178,1.0458049,1
10411200,10.2,53.977239,45.859644,8.1175942,20.76822,1,54.08178,1.0458049,1
10412965,11.082424,53.762499,45.655037,8.1074621,20.99399,1,53.85601,1.045825,1
10414800,12,53.536808,45.438777,8.098031,21.229412,1,53.620588,1.0458458,1
10414800,12,53.536808,45.438777,8.098031,21.229412,1,53.620588,1.0458458,1
10414800,12,53.536808,45.438777,8.098031,21.229412,1,53.620588,1.0458458,1
10418330,14.941414,52.819527,44.755009,8.0645175,21.983723,1,52.866277,1.0459127,1
10418400,15,52.805237,44.741386,8.0638515,21.998748,1,52.851252,1.045914,1
10418400,15,52.805237,44.741386,8.0638515,21.998748,1,52.851252,1.045914,1
10418400,15,52.805237,44.741386,8.0638515,21.998748,1,52.851252,1.045914,1
10418724,15.108,52.762573,44.693947,8.0686256,22.032255,1,52.817745,1.045917,1
10419372,15.324,52.699023,44.624442,8.0745812,22.085702,1,52.764298,1.0459214,1
10420567,15.722474,52.605407,44.536305,8.0691025,22.186381,1,52.663619,1.0459302,1
10421763,16.120948,52.503231,44.437609,8.0656218,22.291237,1,52.558763,1.0459396,1
10422000,16.2,52.482553,44.417461,8.0650924,22.312154,1,52.537846,1.0459414,1
10422000,16.2,52.482553,44.417461,8.0650924,22.312154,1,52.537846,1.0459414,1
10422000,16.2,52.482553,44.417461,8.0650924,22.312154,1,52.537846,1.0459414,1
10423547,16.543829,52.394636,44.330074,8.0645614,22.399484,1,52.450516,1.045949,1
10425600,17,52.280264,44.218575,8.0616892,22.516176,1,52.333824,1.0459592,1
10425600,17,52.280264,44.218575,8.0616892,22.516176,1,52.333824,1.0459592,1
10425600,17,52.280264,44.218575,8.0616892,22.516176,1,52.333824,1.0459592,1
10428694,16.140428,52.472608,44.392579,8.0800299,22.298796,1,52.551204,1.0459399,1
10432800,15,52.746762,44.651506,8.0952552,22.006628,1,52.843372,1.0459141,1
10432800,15,52.746762,44.651506,8.0952552,22.006628,1,52.843372,1.0459141,1
10432800,15,52.746762,44.651506,8.0952552,22.006628,1,52.843372,1.0459141,1
10433629,15.460499,52.672205,44.599392,8.0728132,22.115773,1,52.734227,1.0459239,1
10434739,16.077055,52.529778,44.472427,8.0573504,22.278321,1,52.571679,1.0459387,1
10435848,16.693611,52.369731,44.313125,8.0566057,22.436316,1,52.413684,1.0459525,1
10436400,17,52.292659,44.23754,8.055119,22.514326,1,52.335674,1.0459593,1
10436400,17,52.292659,44.23754,8.055119,22.514326,1,52.335674,1.0459593,1
10436400,17,52.292659,44.23754,8.055119,22.514326,1,52.335674,1.0459593,1
10436733,16.907517,52.291381,44.226763,8.0646179,22.499453,1,52.350547,1.045958,1
10437399,16.72255,52.322322,44.244231,8.0780906,22.448804,1,52.401196,1.0459531,1
10438360,16.45569,52.396245,44.318378,8.0778674,22.377532,1,52.472468,1.0459467,1
10439560,16.122219,52.474601,44.393975,8.0806257,22.295543,1,52.554457,1.0459397,1
10440000,16,52.503407,44.421238,8.0821681,22.264761,1,52.585239,1.045937,1
10440000,16,52.503407,44.421238,8.0821681,22.264761,1,52.585239,1.045937,1
10440000,16,52.503407,44.421238,8.0821681,22.264761,1,52.585239,1.045937,1
10441200,15.833264,52.553331,44.472159,8.0811723,22.218235,1,52.631765,1.0459329,1
10443601,15.499793,52.637909,44.55529,8.0826192,22.133059,1,52.716941,1.0459254,1
10447068,15.018345,52.755884,44.667751,8.088133,22.009042,1,52.840958,1.0459145,1
10447200,15,52.760295,44.671881,8.0884136,22.004294,1,52.845706,1.0459141,1
10447200,15,52.760295,44.671881,8.0884136,22.004294,1,52.845706,1.0459141,1
10447200,15,52.760295,44.671881,8.0884136,22.004294,1,52.845706,1.0459141,1
10447334,14.814417,52.779424,44.68319,8.0962345,21.97121,1,52.87879,1.0459114,1
10447601,14.443252,52.841339,44.725167,8.1161726,21.878723,1,52.971277,1.045903,1
10447868,14.072086,52.932739,44.802881,8.1298586,21.770971,1,53.079029,1.0458927,1
10448229,13.570506,53.059699,44.927786,8.1319126,21.643641,1,53.206359,1.0458815,1
10448937,12.586875,53.303122,45.162586,8.1405365,21.391601,1,53.458399,1.0458595,1
10450161,10.887777,53.725725,45.569255,8.1564699,20.954376,1,53.895624,1.0458207,1
10450800,10,53.946922,45.782016,8.1649055,20.72569,1,54.12431,1.0458004,1
10450800,10,53.946922,45.782016,8.1649055,20.72569,1,54.12431,1.0458004,1
10450800,10,53.946922,45.782016,8.1649055,20.72569,1,54.12431,1.0458004,1
10450826,9.9906628,53.945254,45.790448,8.1548059,20.717552,1,54.089353,1.0458011,1
10450878,9.9719884,53.930093,45.80393,8.126163,20.701631,1,54.019085,1.0458055,1
10450929,9.9533139,53.900147,45.807107,8.0930402,20.685106,1,53.94942,1.0458137,1
10450968,9.9393235,53.873803,45.799604,8.0741986,20.670876,1,53.899079,1.0458199,1
10451028,9.9178253,53.827241,45.77279,8.0544508,20.644881,1,53.825851,1.0458274,1
10451149,9.8738302,53.718446,45.685805,8.0326409,20.578713,1,53.688964,1.0458406,1
10451457,9.7627345,53.424712,45.403419,8.0212932,20.372211,1,53.382718,1.0458678,1
10451765,9.6516388,53.130508,45.106123,8.0243852,20.149749,1,53.09243,1.0458919,1
10452445,9.4060269,52.485104,44.464646,8.0204573,19.665652,1,52.442933,1.045947,1
10453479,9.032707,51.502397,43.485932,8.0164656,18.929826,1,51.455744,1.0460304,1
10454400,8.7,50.626656,42.613661,8.0129957,18.273928,1,50.576072,1.0461239,1
10454400,8.7,50.626654,42.613661,8.0129934,18.273928,1,50.576072,1.0461239,1
10454400,8.7,50.626654,42.613661,8.0129934,18.273928,1,50.576072,1.0461239,1
10454458,8.6887085,50.603697,42.565942,8.0377548,18.237732,1,50.612268,1.0461265,1
10454493,8.6819337,50.593664,42.538974,8.0546893,18.217222,1,50.632778,1.0461279,1
10454528,8.6751588,50.588584,42.516136,8.072448,18.199452,1,50.650548,1.046128,1
10454579,8.6650988,50.584507,42.492085,8.0924218,18.178535,1,50.671465,1.0461272,1
10454631,8.6550388,50.583535,42.478931,8.1046048,18.163216,1,50.686784,1.0461265,1
10454778,8.6265077,50.589364,42.469685,8.1196789,18.13771,1,50.71229,1.0461248,1
10454925,8.5979766,50.598863,42.477293,8.1215706,18.126877,1,50.723123,1.0461232,1
10455118,8.5603013,50.609664,42.489241,8.1204236,18.11772,1,50.73228,1.0461217,1
10455355,8.5142957,50.621373,42.501133,8.1202406,18.106586,1,50.743414,1.04612,1
10455825,8.4228508,50.643876,42.522806,8.1210701,18.083121,1,50.766879,1.0461166,1
10456982,8.1978652,50.699822,42.576666,8.1231563,18.025218,1,50.824782,1.0461084,1
10458000,8,50.748964,42.624041,8.1249233,17.974371,1,50.875629,1.0461011,1
10458000,8,50.748964,42.624041,8.1249233,17.974371,1,50.875629,1.0461011,1
10458000,8,50.748964,42.624041,8.1249233,17.974371,1,50.875629,1.0461011,1
10458470,7.7390554,50.800726,42.668136,8.1325899,17.910945,1,50.939055,1.0460933,1
10459409,7.2171663,50.924264,42.781643,8.1426205,17.774848,1,51.075152,1.046072,1
10460629,6.5395859,51.09641,42.949802,8.1466077,17.600636,1,51.249364,1.0460432,1
10461600,6,51.23081,43.079985,8.1508247,17.462499,1,51.387501,1.046028,1
10461600,6,51.23081,43.079985,8.1508247,17.462499,1,51.387501,1.046028,1
10461600,6,51.23081,43.079985,8.1508247,17.462499,1,51.387501,1.046028,1
10462069,6.0260467,51.244626,43.102259,8.1423677,17.463148,1,51.386852,1.0460311,1
10463007,6.07814,51.241239,43.107541,8.1336976,17.479493,1,51.370507,1.0460329,1
10464762,6.175642,51.21066,43.073999,8.1366608,17.504629,1,51.345371,1.0460351,1
10465200,6.2,51.201756,43.063101,8.1386549,17.510308,1,51.339692,1.0460355,1
10465200,6.2,51.201756,43.063101,8.1386549,17.510308,1,51.339692,1.0460355,1
10466955,6.102498,51.226427,43.087659,8.1387681,17.485981,1,51.364019,1.0460334,1
10468800,6,51.252086,43.112771,8.1393159,17.460001,1,51.389999,1.0460311,1
10468800,6,51.252086,43.112771,8.1393159,17.460001,1,51.389999,1.0460311,1
10468800,6,51.252086,43.112771,8.1393159,17.460001,1,51.389999,1.0460311,1
10472310,5.0249798,51.484066,43.330497,8.1535691,17.210501,1,51.639499,1.0460091,1
10472400,5,51.490013,43.336081,8.1539322,17.204108,1,51.645892,1.0460085,1
10472400,5,51.490013,43.336081,8.1539322,17.204108,1,51.645892,1.0460085,1
10472400,5,51.490013,43.336081,8.1539322,17.204108,1,51.645892,1.0460085,1
10476000,5.5,51.384287,43.244295,8.1399914,17.329796,1,51.520204,1.0460198,1
10476000,5.5,51.384287,43.244295,8.1399914,17.329796,1,51.520204,1.0460198,1
10476000,5.5,51.384287,43.244295,8.1399914,17.329796,1,51.520204,1.0460198,1
10479600,5,51.496719,43.34644,8.1502785,17.203364,1,51.646636,1.0460085,1
10479600,5,51.496719,43.34644,8.1502785,17.203364,1,51.646636,1.0460085,1
10479600,5,51.496719,43.34644,8.1502785,17.203364,1,51.646636,1.0460085,1
10479609,5,51.49865,43.346693,8.1519567,17.203075,1,51.661505,1.0460084,1
10479626,5,51.50506,43.347235,8.157825,17.202582,1,51.691158,1.0460079,1
10479649,5,51.518705,43.348249,8.1704565,17.202432,1,51.728859,1.0460058,1
10479678,5,51.540773,43.351282,8.1894917,17.203809,1,51.77653,1.0460011,1
10479708,5,51.565047,43.35802,8.2070265,17.207546,1,51.82184,1.0459956,1
10479811,5,51.66023,43.415702,8.2445285,17.237176,1,51.964428,1.04598,1
10479966,5,51.820423,43.558627,8.2617955,17.312799,1,52.146908,1.0459634,1
10480299,5,52.173105,43.90761,8.2654952,17.515851,1,52.499646,1.0459328,1
10480633,5,52.520577,44.255646,8.2649308,17.725915,1,52.845373,1.0459038,1
10481363,5,53.280933,45.008875,8.2720573,18.17786,1,53.609714,1.0458385,1
10483026,5,55.015158,46.731498,8.2836602,19.211186,1,55.348133,1.0456905,1
10483200,5,55.197118,46.912482,8.2846356,19.319743,1,55.530257,1.045675,1
10483200,5,55.197118,46.912482,8.2846356,19.319743,1,55.530257,1.045675,1
10483245,4.9937636,55.220863,46.955349,8.2655145,19.344725,1,55.505275,1.0456746,1
10483335,4.9812907,55.248595,47.02745,8.2211448,19.38611,1,55.46389,1.0456785,1
10483401,4.9721333,55.254958,47.059916,8.1950413,19.404778,1,55.445222,1.0456835,1
10483467,4.9629759,55.25957,47.075009,8.1845601,19.414639,1,55.435361,1.0456855,1
10483533,4.9538185,55.261123,47.081265,8.1798582,19.419161,1,55.430839,1.045686,1
10483705,4.9298968,55.264125,47.088064,8.1760612,19.419239,1,55.430761,1.0456867,1
10483877,4.905975,55.268645,47.090533,8.1781118,19.412404,1,55.437596,1.0456859,1
10484227,4.8573908,55.280247,47.100755,8.1794921,19.398981,1,55.451019,1.0456847,1
10484577,4.8088067,55.292658,47.11297,8.1796886,19.386633,1,55.463367,1.0456836,1
10485335,4.7034298,55.318664,47.137982,8.1806812,19.359647,1,55.490353,1.0456812,1
10486378,4.5586684,55.35478,47.172821,8.1819585,19.322414,1,55.527586,1.0456779,1
10486800,4.5,55.369459,47.186992,8.1824673,19.307309,1,55.542691,1.0456766,1
10486800,4.5,55.369459,47.186992,8.1824673,19.307309,1,55.542691,1.0456766,1
10486800,4.5,55.369459,47.186992,8.1824673,19.307309,1,55.542691,1.0456766,1
10489026,4.8091843,55.304267,47.130763,8.1735042,19.384762,1,55.465238,1.0456836,1
10490400,5,55.261647,47.092487,8.1691596,19.433053,1,55.416947,1.0456879,1
10490400,5,55.261647,47.092487,8.1691596,19.433053,1,55.416947,1.0456879,1
10490400,5,55.261647,47.092487,8.1691596,19.433053,1,55.416947,1.0456879,1
10491133,5.407391,55.172833,47.013561,8.1592723,19.53514,1,55.31486,1.0456971,1
10492600,6.2221731,54.97417,46.826057,8.1481132,19.745985,1,55.104015,1.0457159,1
10494000,7,54.778337,46.635164,8.1431725,19.945221,1,54.904779,1.0457335,1
10494000,7,54.778337,46.635164,8.1431725,19.945221,1,54.904779,1.0457335,1
10494000,7,54.778337,46.635164,8.1431725,19.945221,1,54.904779,1.0457335,1
10495467,7.6925648,54.603723,46.465573,8.1381508,20.123678,1,54.726322,1.0457492,1
10497600,8.7,54.352363,46.222645,8.1297173,20.382514,1,54.467486,1.0457721,1
10497600,8.7,54.352363,46.222645,8.1297173,20.382514,1,54.467486,1.0457721,1
10497600,8.7,54.352363,46.222645,8.1297173,20.382514,1,54.467486,1.0457721,1
10500533,9.7592167,54.08532,45.962986,8.1223344,20.655118,1,54.194882,1.0457961,1
10501200,10,54.024732,45.904137,8.1205956,20.71707,1,54.13293,1.0458016,1
10501200,10,54.024732,45.904137,8.1205956,20.71707,1,54.13293,1.0458016,1
10501200,10,54.024732,45.904137,8.1205956,20.71707,1,54.13293,1.0458016,1
10504800,12,53.537198,45.439388,8.0978104,21.229426,1,53.620574,1.045847,1
10504800,12,53.537198,45.439388,8.0978104,21.229426,1,53.620574,1.045847,1
10504800,12,53.537198,45.439388,8.0978104,21.229426,1,53.620574,1.045847,1
10505124,12.054,53.511591,45.409808,8.1017835,21.247708,1,53.602292,1.0458486,1
10505772,12.162,53.477166,45.370255,8.1069112,21.27387,1,53.57613,1.0458507,1
10507125,12.387531,53.425329,45.322013,8.1033161,21.330525,1,53.519475,1.0458557,1
10508400,12.6,53.370212,45.26864,8.101572,21.386733,1,53.463267,1.0458607,1
10508400,12.6,53.370212,45.26864,8.101572,21.386733,1,53.463267,1.0458607,1
10508400,12.6,53.370212,45.26864,8.101572,21.386733,1,53.463267,1.0458607,1
10509753,12.750354,53.331189,45.229581,8.1016088,21.425031,1,53.424969,1.045864,1
10512000,13,53.268615,45.168674,8.0999404,21.488941,1,53.361059,1.0458696,1
10512000,13,53.268615,45.168674,8.0999404,21.488941,1,53.361059,1.0458696,1
10514706,13.751771,53.089641,45.000629,8.0890124,21.681104,1,53.168896,1.0458867,1
10515600,14,53.030082,44.944437,8.0856443,21.744635,1,53.105365,1.0458923,1
10515600,14,53.030082,44.944437,8.0856443,21.744635,1,53.105365,1.0458923,1
10519200,13.2,53.205086,45.099918,8.1051682,21.542774,1,53.307226,1.0458743,1
10519200,13.2,53.205086,45.099918,8.1051682,21.542774,1,53.307226,1.0458743,1
10522800,14,53.025181,44.936694,8.0884876,21.745049,1,53.104951,1.0458923,1
10522800,14,53.025181,44.936694,8.0884876,21.745049,1,53.104951,1.0458923,1
10526400,14,53.016065,44.923095,8.0929696,21.746825,1,53.103175,1.0458924,1
10526400,14,53.016065,44.923095,8.0929696,21.746825,1,53.103175,1.0458924,1
10530000,14.2,52.968537,44.878329,8.0902085,21.797702,1,53.052298,1.0458969,1
10530000,14.2,52.968537,44.878329,8.0902085,21.797702,1,53.052298,1.0458969,1
10533600,14,53.013378,44.918856,8.0945218,21.747053,1,53.102947,1.0458924,1
10533600,14,53.013378,44.918856,8.0945218,21.747053,1,53.102947,1.0458924,1
10533924,13.82,53.041901,44.939619,8.1022817,21.706283,1,53.143717,1.0458888,1
10534572,13.46,53.121224,45.007529,8.1136948,21.611489,1,53.238511,1.0458802,1
10535220,13.1,53.215254,45.099703,8.1155508,21.517125,1,53.332875,1.0458718,1
10536095,12.61395,53.334006,45.214892,8.1191146,21.394762,1,53.455238,1.0458612,1
10537200,12,53.486178,45.360932,8.1252464,21.236517,1,53.613483,1.0458472,1
10537200,12,53.486178,45.360932,8.1252464,21.236517,1,53.613483,1.0458472,1
10537200,12,53.486178,45.360932,8.1252464,21.236517,1,53.613483,1.0458472,1
10537648,11.95025,53.099722,45.069075,8.0306466,21.030726,1,53.07302,1.0458943,1
10538219,11.886828,52.540063,44.556833,7.98323,20.701293,1,52.451128,1.0459501,1
10538789,11.823406,51.950223,43.952283,7.9979402,20.317367,1,51.883728,1.0459973,1
10539360,11.759985,51.379099,43.390504,7.9885944,19.950948,1,51.298821,1.0460468,1
10540479,11.635657,50.24405,42.261856,7.9821938,19.227081,1,50.157777,1.046181,1
10540800,11.6,49.916822,41.93496,7.9818615,19.018696,1,49.831304,1.0462262,1
10540800,11.6,49.916822,41.93496,7.9818625,19.018696,1,49.831304,1.0462262,1
10540850,11.591626,49.893251,41.889447,8.0038036,18.988305,1,49.861695,1.0462321,1
10540880,11.586602,49.882261,41.863474,8.0187874,18.970831,1,49.879169,1.0462336,1
10540911,11.581578,49.875681,41.840662,8.0350187,18.955117,1,49.894883,1.046234,1
10541061,11.556456,49.863519,41.779535,8.083984,18.903192,1,49.946808,1.0462327,1
10541212,11.531335,49.86997,41.776002,8.0939689,18.882592,1,49.967408,1.0462311,1
10541363,11.506214,49.879066,41.784571,8.0944944,18.874191,1,49.975809,1.0462298,1
10541652,11.457981,49.892211,41.798989,8.0932218,18.862994,1,49.987006,1.0462278,1
10541942,11.409748,49.904161,41.810875,8.0932863,18.850939,1,49.999061,1.0462262,1
10542747,11.275545,49.937252,41.842286,8.0949653,18.816223,1,50.033777,1.0462212,1
10544123,11.046094,49.994354,41.897742,8.0966121,18.757348,1,50.092652,1.046213,1
10544400,11,50.005871,41.909034,8.0968369,18.745565,1,50.104435,1.0462114,1
10544400,11,50.005871,41.909034,8.0968369,18.745565,1,50.104435,1.0462114,1
10546985,10.282005,50.178936,42.072749,8.1061871,18.561548,1,50.288452,1.0461858,1
10548000,10,50.247347,42.137724,8.1096234,18.489211,1,50.360789,1.0461757,1
10548000,10,50.247347,42.137724,8.1096234,18.489211,1,50.360789,1.0461757,1
10548000,10,50.247347,42.137724,8.1096234,18.489211,1,50.360789,1.0461757,1
10548324,10.009,50.255948,42.15034,8.1056084,18.487753,1,50.362247,1.0461746,1
10548972,10.027,50.258364,42.158242,8.1001218,18.49391,1,50.35609,1.0461744,1
10550440,10.067787,50.244522,42.143429,8.1010929,18.505539,1,50.344461,1.0461764,1
10551600,10.1,50.233774,42.13097,8.1028046,18.513373,1,50.336627,1.0461779,1
10551600,10.1,50.233774,42.13097,8.1028046,18.513373,1,50.336627,1.0461779,1
10553846,9.4136976,50.393494,42.279188,8.1143069,18.338669,1,50.511331,1.0461543,1
10555200,9,50.491848,42.371585,8.120263,18.232944,1,50.617056,1.0461397,1
10555200,9,50.491848,42.371585,8.120263,18.232944,1,50.617056,1.0461397,1
10555200,9,50.491848,42.371585,8.120263,18.232944,1,50.617056,1.0461397,1
10556280,9,50.50773,42.394679,8.1130506,18.229428,1,50.620572,1.0461376,1
10558440,9,50.51133,42.401715,8.1096151,18.231034,1,50.618966,1.0461373,1
10558800,9,50.508917,42.398605,8.1103123,18.232099,1,50.617901,1.0461376,1
10558800,9,50.508917,42.398605,8.1103123,18.232099,1,50.617901,1.0461376,1
10558800,9,50.508917,42.398605,8.1103123,18.232099,1,50.617901,1.0461376,1
10561537,8.6198316,50.597858,42.480219,8.1176387,18.133631,1,50.716369,1.0461243,1
10566000,8,50.750022,42.625426,8.1245952,17.973877,1,50.876123,1.0461019,1
10566000,8,50.750022,42.625426,8.1245952,17.973877,1,50.876123,1.0461019,1
10566000,8,50.750022,42.625426,8.1245952,17.973877,1,50.876123,1.0461019,1
10566044,8,50.773926,42.630542,8.143384,17.974798,1,50.949107,1.0460988,1
10566133,8,50.840572,42.653504,8.1870677,17.985025,1,51.08669,1.0460883,1
10566222,8,50.926367,42.70686,8.2195075,18.012788,1,51.206735,1.0460724,1
10566332,8,51.038827,42.807236,8.2315916,18.065698,1,51.337325,1.0460434,1
10566589,8,51.311369,43.073049,8.2383198,18.217456,1,51.61419,1.0460115,1
10566969,8,51.708197,43.47048,8.2377171,18.456363,1,52.008451,1.0459779,1
10567546,8,52.309425,44.066504,8.2429212,18.813917,1,52.612391,1.0459268,1
10568740,8,53.555235,45.30334,8.2518947,19.555861,1,53.861571,1.0458199,1
10569600,8,54.451447,46.193406,8.258041,20.089774,1,54.760226,1.0457429,1
10569600,8,54.451447,46.193406,8.258041,20.089774,1,54.760226,1.0457429,1
10569600,8,54.451447,46.193406,8.258041,20.089774,1,54.760226,1.0457429,1
10569653,7.9955633,54.477354,46.243324,8.2340295,20.118827,1,54.731173,1.0457435,1
10569760,7.9866899,54.506064,46.322025,8.1840391,20.165091,1,54.684909,1.0457487,1
10569816,7.9819714,54.509744,46.345342,8.1644017,20.179742,1,54.670258,1.0457526,1
10569873,7.9772529,54.512657,46.356674,8.1559824,20.188359,1,54.661641,1.0457543,1
10570001,7.9665472,54.513933,46.365268,8.1486653,20.196239,1,54.653761,1.0457554,1
10570130,7.9558416,54.514386,46.366536,8.1478492,20.195542,1,54.654458,1.0457558,1
10570348,7.9376728,54.517591,46.367812,8.149779,20.19021,1,54.65979,1.0457551,1
10570566,7.9195039,54.521907,46.371626,8.1502816,20.185023,1,54.664977,1.0457547,1
10570968,7.8859645,54.530479,46.379908,8.1505716,20.176386,1,54.673614,1.0457539,1
10571737,7.8219287,54.546245,46.39514,8.1511048,20.160019,1,54.689981,1.0457525,1
10572916,7.7236652,54.570773,46.418749,8.1520246,20.134714,1,54.715286,1.0457502,1
10573200,7.7,54.576718,46.424461,8.1522577,20.128599,1,54.721401,1.0457497,1
10573200,7.7,54.576718,46.424461,8.1522577,20.128599,1,54.721401,1.0457497,1
10573200,7.7,54.576718,46.424461,8.1522577,20.128599,1,54.721401,1.0457497,1
10576700,7.9916923,54.51139,46.365675,8.145716,20.202472,1,54.647528,1.0457563,1
10576800,8,54.509527,46.363995,8.1455314,20.204577,1,54.645423,1.0457565,1
10576800,8,54.509527,46.363995,8.1455314,20.204577,1,54.645423,1.0457565,1
10576800,8,54.509527,46.363995,8.1455314,20.204577,1,54.645423,1.0457565,1
10580400,8,54.505954,46.35866,8.1472949,20.205302,1,54.644698,1.0457565,1
10580400,8,54.505954,46.35866,8.1472949,20.205302,1,54.644698,1.0457565,1
10584000,8.2,54.458566,46.31424,8.1443266,20.256235,1,54.593765,1.0457611,1
10584000,8.2,54.458566,46.31424,8.1443266,20.256235,1,54.593765,1.0457611,1
10584000,8.2,54.458566,46.31424,8.1443266,20.256235,1,54.593765,1.0457611,1
10587600,9,54.267187,46.134049,8.1331382,20.460644,1,54.389356,1.0457792,1
10587600,9,54.267187,46.134049,8.1331382,20.460644,1,54.389356,1.0457792,1
10587924,9.27,54.219823,46.096693,8.1231303,20.523275,1,54.326725,1.0457848,1
10588572,9.81,54.097886,45.989631,8.1082555,20.664717,1,54.185283,1.0457977,1
10589220,10.35,53.958124,45.852986,8.1051371,20.805687,1,54.044313,1.0458102,1
10590108,11.089771,53.776863,45.677427,8.0994364,20.992694,1,53.857306,1.0458265,1
10591200,12,53.552446,45.461609,8.0908367,21.225852,1,53.624148,1.045847,1
10591200,12,53.552446,45.461609,8.0908367,21.225852,1,53.624148,1.045847,1
10591200,12,53.552446,45.461609,8.0908367,21.225852,1,53.624148,1.045847,1
10593007,13.254841,53.232908,45.150805,8.0821029,21.551522,1,53.298478,1.0458759,1
10594800,14.5,52.919909,44.847586,8.0723234,21.872873,1,52.977127,1.0459042,1
10594800,14.5,52.919909,44.847586,8.0723234,21.872873,1,52.977127,1.0459042,1
10594800,14.5,52.919909,44.847586,8.0723234,21.872873,1,52.977127,1.0459042,1
10595124,14.545,52.893195,44.814689,8.078506,21.888891,1,52.961109,1.0459055,1
10595772,14.635,52.861269,44.775478,8.0857906,21.909449,1,52.940551,1.045907,1
10596931,14.795967,52.826471,44.744261,8.0822099,21.949492,1,52.900508,1.0459105,1
10598090,14.956934,52.783337,44.702283,8.081054,21.992971,1,52.857029,1.0459144,1
10598400,15,52.771689,44.690738,8.0809506,22.004425,1,52.845575,1.0459155,1
10598400,15,52.771689,44.690738,8.0809506,22.004425,1,52.845575,1.0459155,1
10598400,15,52.771689,44.690738,8.0809506,22.004425,1,52.845575,1.0459155,1
10599559,15,52.767884,44.68408,8.0838034,22.003973,1,52.846027,1.0459153,1
10601877,15,52.767158,44.682462,8.0846966,22.003435,1,52.846565,1.0459152,1
10602000,15,52.767393,44.682841,8.0845514,22.003424,1,52.846576,1.0459152,1
