delta time[s],outdoor temperature[°C],flow temperature[°C],return flow temperature[°C],f-r diff[K],room temperature[°C],pump I/O,boiler heating temperature[°C],pressure[bar],drinking water temperature boiler[°C]
9414000,18,51.994207,43.923534,8.070673,22.780999,1,52.069001,1.0459786,1
9414000,18,51.994207,43.923534,8.070673,22.780999,1,52.069001,1.0459786,1
9414221.2,17.889379,51.841126,43.837403,8.0037224,22.683831,1,51.797433,1.0460012,1
9414663.7,17.668137,51.46044,43.519056,7.9413848,22.411892,1,51.331897,1.0460444,1
9415106.2,17.446895,51.040857,43.082161,7.9586957,22.067008,1,50.939309,1.0460771,1
9415548.7,17.225653,50.641604,42.685899,7.9557049,21.736515,1,50.532328,1.0461199,1
9415991.2,17.004411,50.235284,42.283546,7.9517385,21.408034,1,50.123336,1.0461795,1
9417196.2,16.40189,49.13301,41.181909,7.9511004,20.505986,1,49.016982,1.0463383,1
9417600,16.2,48.764263,40.812413,7.9518491,20.202937,1,48.647063,1.0463908,1
9417600,16.2,48.764263,40.812413,7.9518491,20.202937,1,48.647063,1.0463908,1
9417600,16.2,48.764263,40.812413,7.9518491,20.202937,1,48.647063,1.0463908,1
9419338.2,15.620585,48.853398,40.800719,8.052679,19.943053,1,48.906947,1.0463748,1
9421200,15,48.982125,40.877111,8.1050146,19.729247,1,49.120753,1.0463545,1
9421200,15,48.982125,40.877111,8.1050146,19.729247,1,49.120753,1.0463545,1
9421200,15,48.982125,40.877111,8.1050146,19.729247,1,49.120753,1.0463545,1
9421455.6,14.964504,49.015954,40.93701,8.0789433,19.747174,1,49.102826,1.04635,1
9421966.7,14.893512,49.046102,40.991176,8.0549258,19.752123,1,49.097877,1.0463469,1
9422477.9,14.822521,49.056809,40.993165,8.0636433,19.727723,1,49.122277,1.0463451,1
9423695.3,14.653427,49.102316,41.039157,8.0631591,19.685033,1,49.164967,1.0463384,1
9425248.8,14.437664,49.153371,41.087682,8.0656888,19.629691,1,49.220309,1.0463311,1
9428400,14,49.263733,41.194066,8.069667,19.516567,1,49.333433,1.0463148,1
9428400,14,49.263733,41.194066,8.069667,19.516567,1,49.333433,1.0463148,1
9428400,14,49.263733,41.194066,8.069667,19.516567,1,49.333433,1.0463148,1
9431568.5,13.119853,49.474974,41.394344,8.0806298,19.291309,1,49.558691,1.0462841,1
9437905.6,11.35956,49.911107,41.81406,8.0970473,18.83833,1,50.01167,1.0462203,1
9439200,11,50.002158,41.902556,8.0996025,18.745461,1,50.104539,1.046207,1
9439200,11,50.002158,41.902556,8.0996025,18.745461,1,50.104539,1.046207,1
9439200,11,50.002158,41.902556,8.0996025,18.745461,1,50.104539,1.046207,1
9442440,11,50.013032,41.91949,8.0935423,18.744357,1,50.105643,1.0462056,1
9442800,11,50.014164,41.921254,8.0929101,18.744244,1,50.105756,1.0462054,1
9442800,11,50.014164,41.921254,8.0929101,18.744244,1,50.105756,1.0462054,1
9442800,11,50.014164,41.921254,8.0929101,18.744244,1,50.105756,1.0462054,1
9442829.2,10.9919,50.026042,41.922015,8.1040274,18.744668,1,50.153932,1.0462042,1
9442887.5,10.9757,50.062389,41.927697,8.1346921,18.747193,1,50.248607,1.046199,1
9442992.3,10.94657,50.157244,41.971743,8.1855009,18.765273,1,50.405308,1.0461824,1
9443126.5,10.909301,50.297679,42.08817,8.2095088,18.813971,1,50.58022,1.0461603,1
9443373,10.840846,50.574813,42.355581,8.2192316,18.938466,1,50.866457,1.0461199,1
9443757.7,10.733977,51.004227,42.783919,8.2203081,19.152687,1,51.293454,1.0460476,1
9444271.9,10.591137,51.575443,43.349968,8.2254758,19.43516,1,51.868019,1.0459873,1
9445297.1,10.306352,52.714924,44.478371,8.2365537,19.99802,1,53.01387,1.0458889,1
9446400,10,53.940802,45.693289,8.2475138,20.603941,1,54.246059,1.0457858,1
9446400,10,53.940802,45.693289,8.2475138,20.603941,1,54.246059,1.0457858,1
9446445.8,10.002544,53.967562,45.740524,8.2270376,20.627972,1,54.222028,1.0457836,1
9446473.3,10.004071,53.980601,45.767847,8.2127544,20.642021,1,54.207979,1.0457841,1
9446500.8,10.005598,53.989292,45.792624,8.1966676,20.655116,1,54.194884,1.0457858,1
9446542,10.007888,53.998562,45.823129,8.1754331,20.672219,1,54.177781,1.045789,1
9446583.2,10.010178,54.00465,45.844989,8.159661,20.68607,1,54.16393,1.0457917,1
9446638.1,10.013226,54.008903,45.863166,8.1457367,20.700077,1,54.149923,1.0457939,1
9446693,10.016275,54.010114,45.873091,8.1370239,20.709941,1,54.140059,1.0457954,1
9446912.9,10.028492,54.00681,45.882053,8.1247571,20.727655,1,54.122345,1.0457982,1
9447132.8,10.040709,54.001398,45.874457,8.1269408,20.729951,1,54.120049,1.0457983,1
9447352.7,10.052926,53.998221,45.870568,8.1276534,20.732145,1,54.117855,1.0457984,1
9447714.8,10.073044,53.993436,45.866078,8.1273583,20.737327,1,54.112673,1.0457989,1
9448777.7,10.132095,53.978695,45.851912,8.1267827,20.752579,1,54.097421,1.0458002,1
9450000,10.2,53.961865,45.835653,8.1262115,20.769962,1,54.080038,1.0458018,1
9450000,10.2,53.961865,45.835653,8.1262115,20.769962,1,54.080038,1.0458018,1
9451322.1,10.12655,53.975516,45.846361,8.1291551,20.751983,1,54.098017,1.0458001,1
9453600,10,54.005408,45.874009,8.1313992,20.719347,1,54.130653,1.0457972,1
9453600,10,54.005408,45.874009,8.1313992,20.719347,1,54.130653,1.0457972,1
9453600,10,54.005408,45.874009,8.1313992,20.719347,1,54.130653,1.0457972,1
9456244.2,10.734505,53.838434,45.721798,8.1166361,20.905615,1,53.944385,1.0458138,1
9457200,11,53.776962,45.665102,8.1118598,20.973159,1,53.876841,1.0458199,1
9457200,11,53.776962,45.665102,8.1118598,20.973159,1,53.876841,1.0458199,1
9457200,11,53.776962,45.665102,8.1118598,20.973159,1,53.876841,1.0458199,1
9460800,13,53.288975,45.200189,8.0887859,21.486395,1,53.363605,1.0458654,1
9468000,17,52.296791,44.244701,8.0520895,22.514923,1,52.335077,1.0459559,1
9468000,17,52.296791,44.244701,8.0520895,22.514923,1,52.335077,1.0459559,1
9468000,17,52.296791,44.244701,8.0520895,22.514923,1,52.335077,1.0459559,1
9468000,17,52.296791,44.244701,8.0520895,22.514923,1,52.335077,1.0459559,1
9475200,19,51.792023,43.75322,8.0388032,23.030161,1,51.819839,1.0460013,1
9475200,19,51.792023,43.75322,8.0388032,23.030161,1,51.819839,1.0460013,1
9475200,19,51.792023,43.75322,8.0388032,23.030161,1,51.819839,1.0460013,1
9477360,20.2,51.502163,43.478071,8.0240923,23.337386,1,51.512614,1.0460285,1
9478800,21,51.307089,43.291935,8.0151532,23.54263,1,51.30737,1.0460466,1
9478800,21,51.307089,43.291935,8.0151532,23.54263,1,51.30737,1.0460466,1
9478800,21,51.307089,43.291935,8.0151532,23.54263,1,51.30737,1.0460466,1
9479880,22.08,51.054951,43.057362,7.9975894,23.817838,1,51.032162,1.0460709,1
9482040,24.24,50.523016,42.548302,7.9747132,24.375334,1,50.474666,1.0461384,1
9482400,24.6,50.431071,42.458678,7.9723926,24.469052,1,50.380948,1.046152,1
9482400,24.6,50.431071,42.458678,7.9723926,24.469052,1,50.380948,1.046152,1
9486000,25,50.293309,42.303324,7.9899845,24.5757,1,50.2743,1.0461714,1
9486000,25,50.293309,42.303324,7.9899845,24.5757,1,50.2743,1.0461714,1
9489600,25,50.286985,42.292968,7.9940171,24.57556,1,50.27444,1.0461722,1
9489600,25,50.286985,42.292968,7.9940171,24.57556,1,50.27444,1.0461722,1
9493200,25.5,50.169054,42.182503,7.986551,24.703242,1,50.146758,1.0461896,1
9493200,25.5,50.169054,42.182503,7.986551,24.703242,1,50.146758,1.0461896,1
9494280,25.05,50.25786,42.256528,8.0013312,24.591896,1,50.258104,1.0461762,1
9496440,24.15,50.475883,42.461488,8.0143947,24.357927,1,50.492073,1.0461439,1
9496800,24,50.516811,42.502195,8.0146163,24.317762,1,50.532238,1.0461379,1
9496800,24,50.516811,42.502195,8.0146162,24.317762,1,50.532238,1.0461379,1
9496800,24,50.516811,42.502195,8.0146162,24.317762,1,50.532238,1.0461379,1
9500400,22,51.005309,42.970427,8.034882,23.806587,1,51.043413,1.0460694,1
9500400,22,51.005309,42.970427,8.034882,23.806587,1,51.043413,1.0460694,1
9500497.2,21.9622,50.952243,42.958486,7.9937573,23.780932,1,50.907068,1.0460791,1
9500691.6,21.8866,50.803247,42.875355,7.9278924,23.701385,1,50.662615,1.0460982,1
9500886,21.811,50.616742,42.703854,7.9128875,23.577035,1,50.462965,1.0461271,1
9501132.4,21.715166,50.381672,42.463161,7.9185109,23.398522,1,50.230759,1.0461606,1
9501598.9,21.533747,49.941613,42.026697,7.9149158,23.062046,1,49.789727,1.0462249,1
9502190.1,21.303846,49.3857,41.471268,7.9144313,22.638112,1,49.22837,1.0463049,1
9503389.3,20.837496,48.255208,40.347561,7.9076471,21.776808,1,48.091033,1.0464672,1
9504000,20.6,47.679137,39.775654,7.9034824,21.337958,1,47.512042,1.0465494,1
9504000,20.6,47.679137,39.775654,7.9034824,21.337958,1,47.512042,1.0465494,1
9504767.9,20.258689,47.702423,39.698588,8.0038352,21.147944,1,47.702056,1.0465423,1
9506303.8,19.576068,47.861427,39.821095,8.0403318,20.939433,1,47.910567,1.0465176,1
9507600,19,48.01244,39.985215,8.027225,20.809831,1,48.040169,1.0464968,1
9507600,19,48.01244,39.985215,8.027225,20.809831,1,48.040169,1.0464968,1
9507600,19,48.01244,39.985215,8.027225,20.809831,1,48.040169,1.0464968,1
9509135.9,18.146723,48.21589,40.17406,8.0418297,20.586556,1,48.263444,1.0464672,1
9511200,17,48.496529,40.440989,8.0555398,20.289436,1,48.560564,1.0464265,1
9511200,17,48.496529,40.440989,8.0555398,20.289436,1,48.560564,1.0464265,1
9511200,17,48.496529,40.440989,8.0555398,20.289436,1,48.560564,1.0464265,1
9514271.8,17.853277,48.325615,40.299211,8.0264045,20.505409,1,48.344591,1.0464521,1
9514800,18,48.295548,40.273809,8.0217392,20.54263,1,48.30737,1.0464565,1
9514800,18,48.295548,40.273809,8.0217392,20.54263,1,48.30737,1.0464565,1
9514800,18,48.295548,40.273809,8.0217392,20.54263,1,48.30737,1.0464565,1
9518400,18,48.278553,40.249042,8.0295108,20.545909,1,48.304091,1.0464587,1
9518400,18,48.278553,40.249042,8.0295108,20.545909,1,48.304091,1.0464587,1
9518400,18,48.278553,40.249042,8.0295108,20.545909,1,48.304091,1.0464587,1
9522000,17,48.513119,40.467575,8.0455447,20.289751,1,48.560249,1.0464246,1
9522000,17,48.513119,40.467575,8.0455447,20.289751,1,48.560249,1.0464246,1
9522000,17,48.513119,40.467575,8.0455447,20.289751,1,48.560249,1.0464246,1
9525600,18,48.290088,40.265905,8.024183,20.543736,1,48.306264,1.0464573,1
9525600,18,48.290088,40.265905,8.024183,20.543736,1,48.306264,1.0464573,1
9525600,18,48.290088,40.265905,8.024183,20.543736,1,48.306264,1.0464573,1
9529200,18,48.27835,40.248643,8.0297072,20.545805,1,48.304195,1.0464588,1
9529200,18,48.27835,40.248643,8.0297072,20.545805,1,48.304195,1.0464588,1
9529200,18,48.27835,40.248643,8.0297072,20.545805,1,48.304195,1.0464588,1
9529524,18,48.561748,40.452837,8.1089108,20.662459,1,48.727541,1.0464161,1
9530172,18,49.217562,41.051583,8.1659796,21.009724,1,49.460276,1.0463193,1
9531017.8,18,50.113936,41.969192,8.1447443,21.56011,1,50.31963,1.0461911,1
9532124.2,18,51.256242,43.087459,8.1687826,22.233414,1,51.490328,1.0460258,1
9532800,18,51.957001,43.776872,8.1801289,22.646844,1,52.203156,1.0459492,1
9532800,18,51.956997,43.776872,8.1801252,22.646844,1,52.203156,1.0459492,1
9532800,18,51.956997,43.776872,8.1801252,22.646844,1,52.203156,1.0459492,1
9533225.1,17.940956,52.025242,43.935597,8.0896458,22.729609,1,52.120391,1.045973,1
9533301.6,17.930328,52.033955,43.958786,8.075169,22.74135,1,52.10865,1.0459747,1
9533378.2,17.9197,52.038337,43.972056,8.0662814,22.747353,1,52.102647,1.0459762,1
9533753.8,17.867524,52.050384,43.991425,8.0589586,22.744763,1,52.105237,1.0459767,1
9534129.5,17.815349,52.061674,43.998389,8.0632851,22.727436,1,52.122564,1.0459749,1
9534889.6,17.709776,52.08908,44.026079,8.0630013,22.701233,1,52.148767,1.0459726,1
9535649.7,17.604202,52.114496,44.050077,8.0644182,22.67383,1,52.17617,1.0459702,1
9537033.3,17.41204,52.162717,44.096696,8.0660207,22.624418,1,52.225582,1.0459659,1
9539905.2,17.013167,52.261271,44.191628,8.0696429,22.521949,1,52.328051,1.0459569,1
9540000,17,52.264492,44.194723,8.0697689,22.518569,1,52.331431,1.0459566,1
9540000,17,52.264492,44.194723,8.0697689,22.518569,1,52.331431,1.0459566,1
9540000,17,52.264492,44.194723,8.0697689,22.518569,1,52.331431,1.0459566,1
9540148.5,17,52.267876,44.198875,8.0690009,22.516853,1,52.333147,1.0459564,1
9540445.5,17,52.271402,44.204407,8.0669951,22.516676,1,52.333324,1.0459564,1
9541791.6,17,52.270976,44.20534,8.0656351,22.518657,1,52.331343,1.0459567,1
9543137.7,17,52.27111,44.204261,8.0668491,22.517071,1,52.332929,1.0459565,1
9543600,17,52.271208,44.203811,8.0673971,22.516327,1,52.333673,1.0459564,1
9543600,17,52.271208,44.203811,8.0673971,22.516327,1,52.333673,1.0459564,1
9545984.3,17.66231,52.118828,44.064716,8.0541116,22.686124,1,52.163876,1.0459715,1
9550752.9,18.98693,51.791386,43.750576,8.0408094,23.027503,1,51.822497,1.0460016,1
9550800,19,51.787978,43.747197,8.0407815,23.030885,1,51.819115,1.0460019,1
9550800,19,51.787978,43.747197,8.0407815,23.030885,1,51.819115,1.0460019,1
9550800,19,51.787978,43.747197,8.0407815,23.030885,1,51.819115,1.0460019,1
9551349.4,19.457818,51.694535,43.666301,8.0282339,23.142973,1,51.707027,1.0460118,1
9552448.1,20.373455,51.475678,43.463028,8.0126496,23.381295,1,51.468705,1.0460331,1
9554400,22,51.066858,43.065216,8.0016428,23.799363,1,51.050637,1.0460697,1
9554400,22,51.066858,43.065216,8.0016428,23.799363,1,51.050637,1.0460697,1
9556401.4,23.111864,50.781191,42.784494,7.9966976,24.087079,1,50.762921,1.0461003,1
9558000,24,50.556381,42.565208,7.9911733,24.316211,1,50.533789,1.0461283,1
9558000,24,50.556381,42.565208,7.9911733,24.316211,1,50.533789,1.0461283,1
9558000,24,50.556381,42.565208,7.9911733,24.316211,1,50.533789,1.0461283,1
9558324,23.73,50.581111,42.57169,8.0094205,24.260652,1,50.589348,1.0461293,1
9558972,23.19,50.68839,42.652971,8.0354184,24.115401,1,50.734599,1.0461126,1
9559885.2,22.428998,50.890386,42.852507,8.0378793,23.915091,1,50.934909,1.0460817,1
9561050.1,21.458225,51.123929,43.077948,8.0459807,23.671909,1,51.178091,1.0460579,1
9561600,21,51.231809,43.180989,8.0508204,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460493,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460494,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460497,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460505,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460513,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460513,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460511,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460502,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460496,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460492,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460488,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460485,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.0460483,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.046048,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.046048,1
9561600,21,51.231811,43.180989,8.0508218,23.557652,1,51.292348,1.046048,1
9561600,21,51.231811,43.180989,8.0508219,23.557651,1,51.292349,1.046048,1
9561600,21,51.231812,43.18099,8.050822,23.557651,1,51.292349,1.046048,1
9561600,21,51.231812,43.18099,8.0508222,23.557649,1,51.292351,1.046048,1
9561600,21,51.231815,43.180992,8.0508228,23.557647,1,51.292353,1.046048,1
9561600,21,51.231818,43.180995,8.0508238,23.557641,1,51.292359,1.046048,1
9561600.1,21,51.231827,43.181001,8.0508258,23.557631,1,51.292369,1.046048,1
9561600.1,21,51.231843,43.181013,8.0508301,23.557608,1,51.292392,1.046048,1
9561600.3,21,51.231877,43.181038,8.0508387,23.557563,1,51.292437,1.046048,1
9561600.6,21,51.231946,43.18109,8.0508563,23.55747,1,51.29253,1.046048,1
9561601.2,21,51.232086,43.181194,8.0508921,23.557282,1,51.292718,1.046048,1
9561602.4,21,51.232373,43.181408,8.0509649,23.5569,1,51.2931,1.0460479,1
9561604.8,21,51.232959,43.181847,8.0511123,23.556124,1,51.293876,1.0460478,1
9561609.9,21,51.23416,43.182753,8.0514066,23.554565,1,51.295435,1.0460477,1
9561620.1,21,51.236618,43.184649,8.0519683,23.551526,1,51.298474,1.0460474,1
9561641.2,21,51.241581,43.188718,8.0528622,23.546105,1,51.303895,1.0460467,1
9561684.5,21,51.25086,43.197694,8.0531654,23.538596,1,51.311404,1.0460457,1
9561774.4,21,51.264645,43.216317,8.0483282,23.534084,1,51.315916,1.0460451,1
9561958.1,21,51.277631,43.241695,8.0359361,23.540068,1,51.309932,1.0460461,1
9562141.9,21,51.279932,43.249231,8.0307003,23.54574,1,51.30426,1.0460469,1
9562629,21,51.278571,43.249025,8.0295465,23.54715,1,51.30285,1.0460472,1
9563116.2,21,51.278619,43.247935,8.030684,23.545993,1,51.304007,1.046047,1
9563757,21,51.278687,43.248651,8.0300354,23.546521,1,51.303479,1.0460471,1
9564813.6,21,51.278645,43.248221,8.0304246,23.546255,1,51.303745,1.0460471,1
9566122.6,21,51.27866,43.248502,8.0301571,23.546415,1,51.303585,1.0460471,1
9567959.5,21,51.278664,43.24831,8.0303538,23.546311,1,51.303689,1.0460471,1
9568800,21,51.278661,43.24821,8.0304517,23.546255,1,51.303745,1.0460471,1
9568800,21,51.278661,43.24821,8.0304517,23.546255,1,51.303745,1.0460471,1
9568800,21,51.278661,43.24821,8.0304517,23.546255,1,51.303745,1.0460471,1
9571332.6,20.296514,51.441015,43.398137,8.0428779,23.367243,1,51.482757,1.0460312,1
9572400,20,51.510638,43.463085,8.047553,23.291563,1,51.558437,1.0460245,1
9572400,20,51.510638,43.463085,8.047553,23.291563,1,51.558437,1.0460245,1
9572400,20,51.510638,43.463085,8.047553,23.291563,1,51.558437,1.0460245,1
9576000,20,51.526159,43.486292,8.0398672,23.288849,1,51.561151,1.0460244,1
9583200,20,51.527255,43.488529,8.0387261,23.289432,1,51.560568,1.0460246,1
9586800,20,51.522462,43.481536,8.0409259,23.290495,1,51.559505,1.0460246,1
9586800,20,51.522462,43.481536,8.0409259,23.290495,1,51.559505,1.0460246,1
9586824.4,19.987817,51.513938,43.481498,8.0324396,23.289022,1,51.520369,1.0460257,1
9586873.1,19.963451,51.487129,43.47912,8.0080097,23.283455,1,51.444717,1.0460305,1
9586932.1,19.933973,51.441201,43.46554,7.9756611,23.268044,1,51.361866,1.0460402,1
9587003,19.898512,51.38145,43.427699,7.9537511,23.236709,1,51.274998,1.0460502,1
9587196.8,19.801577,51.203408,43.266858,7.93655,23.114706,1,51.073883,1.0460682,1
9587436.4,19.681777,50.979413,43.041853,7.9375602,22.935705,1,50.853553,1.0460872,1
9587816.1,19.491941,50.632254,42.693063,7.9391916,22.649769,1,50.506701,1.0461234,1
9588489.1,19.155426,50.016897,42.081126,7.9357713,22.148041,1,49.886711,1.046213,1
9590243.8,18.278083,48.412563,40.481133,7.9314298,20.837316,1,48.272962,1.0464432,1
9590400,18.2,48.269772,40.338464,7.9313078,20.720506,1,48.129494,1.0464635,1
9590400,18.2,48.269772,40.338464,7.9313078,20.720506,1,48.129494,1.0464635,1
9590400,18.2,48.269772,40.338464,7.9313078,20.720506,1,48.129494,1.0464635,1
9590497.2,18.1676,48.24301,40.273368,7.9696421,20.664051,1,48.185949,1.046467,1
9590555.5,18.14816,48.233454,40.239679,7.9937749,20.633513,1,48.216487,1.0464677,1
9590613.8,18.12872,48.23179,40.217724,8.0140658,20.609873,1,48.240127,1.0464667,1
9590866.8,18.044406,48.246338,40.203155,8.0431835,20.555389,1,48.294611,1.0464625,1
9591119.7,17.960092,48.272406,40.232693,8.0397132,20.535268,1,48.314732,1.0464591,1
9591578.8,17.807066,48.310046,40.270297,8.0397496,20.498146,1,48.351854,1.0464536,1
9592181.2,17.606264,48.359662,40.317534,8.042128,20.445421,1,48.404579,1.0464466,1
9593726.4,17.091191,48.487477,40.440884,8.0465931,20.313392,1,48.536608,1.0464279,1
9594000,17,48.510159,40.462941,8.0472174,20.290335,1,48.559665,1.0464245,1
9594000,17,48.510159,40.462941,8.0472174,20.290335,1,48.559665,1.0464245,1
9594000,17,48.510159,40.462941,8.0472174,20.290335,1,48.559665,1.0464245,1
9596851.8,14.623508,49.07677,40.996613,8.0801567,19.681218,1,49.168782,1.0463423,1
9597600,14,49.226317,41.137943,8.0883746,19.521303,1,49.328697,1.0463206,1
9597600,14,49.226317,41.137943,8.0883746,19.521303,1,49.328697,1.0463206,1
9597600,14,49.226317,41.137943,8.0883746,19.521303,1,49.328697,1.0463206,1
9601200,12.5,49.621089,41.530241,8.0908485,19.13191,1,49.71809,1.0462634,1
9601200,12.5,49.621089,41.530241,8.0908485,19.13191,1,49.71809,1.0462634,1
9602280,12.35,49.670599,41.58462,8.0859787,19.091583,1,49.758417,1.0462564,1
9604440,12.05,49.747765,41.661826,8.0859393,19.015846,1,49.834154,1.0462453,1
9604800,12,49.758112,41.671026,8.0870866,19.003738,1,49.846262,1.0462437,1
9604800,12,49.758112,41.671026,8.0870866,19.003738,1,49.846262,1.0462437,1
9604800,12,49.758112,41.671026,8.0870866,19.003738,1,49.846262,1.0462437,1
9605880,11.4,49.890366,41.789187,8.1011787,18.851425,1,49.998575,1.0462241,1
9608040,10.2,50.184457,42.068752,8.1157048,18.54094,1,50.30906,1.0461808,1
9608400,10,50.236738,42.120194,8.1165447,18.488645,1,50.361355,1.0461732,1
9608400,10,50.236738,42.120194,8.1165447,18.488645,1,50.361355,1.0461732,1
9608400,10,50.236738,42.120194,8.1165447,18.488645,1,50.361355,1.0461732,1
9608693.7,10,50.253651,42.143949,8.1097015,18.483832,1,50.366168,1.0461709,1
9609281.2,10,50.265028,42.164477,8.1005509,18.486792,1,50.363208,1.0461696,1
9610642.9,10,50.259271,42.156802,8.1024691,18.488762,1,50.361238,1.0461704,1
9612000,10,50.263006,42.160728,8.1022787,18.486122,1,50.363878,1.0461698,1
9612000,10,50.263006,42.160728,8.1022787,18.486122,1,50.363878,1.0461698,1
9612000,10,50.263006,42.160728,8.1022787,18.486122,1,50.363878,1.0461698,1
9613361.6,9.6217656,50.343825,42.232711,8.1111141,18.392303,1,50.457697,1.0461578,1
9615600,9,50.493255,42.373632,8.1196229,18.232583,1,50.617417,1.0461357,1
9615600,9,50.493255,42.373632,8.1196229,18.232583,1,50.617417,1.0461357,1
9615622.1,9.0061274,50.502829,42.375713,8.1271155,18.231249,1,50.655515,1.0461347,1
9615666.2,9.0183822,50.530525,42.381564,8.1489602,18.23109,1,50.729204,1.0461311,1
9615745.5,9.0404149,50.599085,42.408942,8.1901424,18.24627,1,50.846219,1.0461192,1
9615848.6,9.0690553,50.696401,42.483108,8.2132936,18.292035,1,50.972297,1.0461028,1
9616058.9,9.1274713,50.906076,42.685382,8.2206942,18.424108,1,51.19072,1.0460721,1
9616340.7,9.2057409,51.183953,42.964298,8.2196542,18.621884,1,51.462562,1.0460213,1
9616748.1,9.3189283,51.579666,43.359666,8.2200008,18.904986,1,51.858584,1.0459884,1
9617617,9.5602659,52.425578,44.199483,8.2260942,19.505297,1,52.706299,1.0459158,1
9619169.8,9.9916104,53.936688,45.704251,8.2324365,20.580529,1,54.219133,1.0457878,1
9619200,10,53.966069,45.733564,8.2325047,20.60147,1,54.24853,1.0457853,1
9619200,10,53.966069,45.733564,8.2325047,20.60147,1,54.24853,1.0457853,1
9619200,10,53.966069,45.733564,8.2325047,20.60147,1,54.24853,1.0457853,1
9619289.6,9.9875506,53.995668,45.799878,8.1957897,20.646157,1,54.203843,1.0457871,1
9619343.4,9.9800809,54.00777,45.835088,8.1726818,20.669473,1,54.180527,1.0457895,1
9619397.2,9.9726112,54.013262,45.860066,8.1531953,20.685671,1,54.164329,1.0457928,1
9619626.6,9.9407463,54.022413,45.895253,8.1271596,20.708111,1,54.141889,1.0457975,1
9619856.1,9.9088815,54.025055,45.892381,8.1326743,20.698004,1,54.151996,1.0457961,1
9620085.5,9.8770166,54.032984,45.898941,8.1340423,20.687916,1,54.162084,1.0457954,1
9620366.6,9.8379708,54.043031,45.908397,8.1346348,20.677974,1,54.172026,1.0457942,1
9620647.7,9.7989251,54.052642,45.918219,8.1344227,20.668113,1,54.181887,1.0457936,1
9621502.6,9.6801907,54.082201,45.946228,8.1359724,20.637515,1,54.212485,1.0457907,1
9623217.7,9.44199,54.141293,46.003608,8.1376857,20.576413,1,54.273587,1.0457855,1
9625882.1,9.0719251,54.233303,46.091864,8.1414391,20.48129,1,54.36871,1.0457769,1
9626400,9,54.251204,46.108939,8.1422647,20.462786,1,54.387214,1.0457752,1
9626400,9,54.251204,46.108939,8.1422647,20.462786,1,54.387214,1.0457752,1
9626400,9,54.251204,46.108939,8.1422647,20.462786,1,54.387214,1.0457752,1
9630000,10,54.013553,45.886359,8.1271937,20.71819,1,54.13181,1.045798,1
9630000,10,54.013553,45.886359,8.1271937,20.71819,1,54.13181,1.045798,1
9630000,10,54.013553,45.886359,8.1271937,20.71819,1,54.13181,1.045798,1
9633600,10.2,53.961924,45.835801,8.1261224,20.770016,1,54.079984,1.0458027,1
9633600,10.2,53.961924,45.835801,8.1261224,20.770016,1,54.079984,1.0458027,1
9633600,10.2,53.961924,45.835801,8.1261224,20.770016,1,54.079984,1.0458027,1
9637200,10,54.006673,45.876088,8.1305844,20.719335,1,54.130665,1.0457982,1
9637200,10,54.006673,45.876088,8.1305844,20.719335,1,54.130665,1.0457982,1
9640800,10,54.008933,45.879458,8.1294751,20.718877,1,54.131123,1.0457982,1
9644400,10,54.009994,45.881064,8.1289302,20.718693,1,54.131307,1.0457982,1
9644400,10,54.009994,45.881064,8.1289302,20.718693,1,54.131307,1.0457982,1
9648000,9,54.251759,46.110233,8.141526,20.462827,1,54.387173,1.0457756,1
9648000,9,54.251759,46.110233,8.141526,20.462827,1,54.387173,1.0457756,1
9648000,9,54.251759,46.110233,8.141526,20.462827,1,54.387173,1.0457756,1
9649080,9,54.256803,46.117747,8.1390557,20.461748,1,54.388252,1.0457756,1
9651240,9,54.257907,46.119969,8.1379382,20.462248,1,54.387752,1.0457757,1
9654260,9,54.256974,46.118195,8.1387791,20.46195,1,54.38805,1.0457756,1
